symbol,date,HotScore,TrendScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,averageDailyVolume3Month,MomentumScore,VolumeScore,VolatilityScore,marketCap
ACT,2026-02-04 16:12:44,0.7604859335038364,0.8209718670076727,43.34,7.463422,0.5513084227223015,276134.0,0.9360613810741688,0.6675191815856778,0.5856777493606138,6392893440.0
AGI,2026-02-04 16:12:44,0.7574168797953964,0.4961636828644501,40.34,5.353876,1.4382215003917362,3008401.0,0.8184143222506394,0.9335038363171356,0.4731457800511509,16936112128.0
AMGN,2026-02-04 16:12:44,0.8407928388746801,0.7953964194373402,360.54,6.4827704,0.6182645628772621,2907959.0,0.8976982097186701,0.7263427109974424,0.9641943734015346,194143813632.0
ATS,2026-02-04 16:12:44,0.7645780051150894,0.8772378516624041,29.99,5.6357884,0.9619879579203734,118252.0,0.8516624040920716,0.8542199488491049,0.3989769820971867,2907483904.0
CACC,2026-02-04 16:12:44,0.7727621483375958,1.0,513.31,3.4961784,1.4549030323513126,139067.0,0.4424552429667519,0.9360613810741688,0.9514066496163684,5662601728.0
CB,2026-02-04 16:12:44,0.8565217391304347,0.8414322250639387,333.19,6.321196,0.6678884533046854,1663411.0,0.8925831202046036,0.7647058823529411,0.9616368286445012,132839620608.0
CBT,2026-02-04 16:12:44,0.8213554987212276,0.8260869565217391,79.7675,11.891571,0.5203672024863417,500977.0,0.9769820971867008,0.6368286445012787,0.8695652173913043,4219603200.0
CE,2026-02-04 16:12:44,0.7982097186700768,0.5831202046035806,51.98,8.201496,0.7067793734782638,2110254.0,0.9514066496163684,0.782608695652174,0.6649616368286445,5692064256.0
COLM,2026-02-04 16:12:44,0.906010230179028,0.7928388746803069,65.71,14.477347,1.102046420993526,571681.0,0.9872122762148338,0.8823529411764706,0.8618925831202046,3598941184.0
CRUS,2026-02-04 16:12:44,0.9313299232736572,0.8721227621483376,134.57,8.018948,1.6666529228427975,533573.0,0.9462915601023018,0.9539641943734016,0.8951406649616368,6907771904.0
CSL,2026-02-04 16:12:44,0.9584398976982096,0.9565217391304348,388.65,9.220435,1.5697363137464864,433318.0,0.9616368286445012,0.9437340153452686,0.979539641943734,16615073792.0
CSW,2026-02-04 16:12:44,0.7658567774936061,0.979539641943734,279.315,6.8698416,0.3989382024714449,175363.0,0.9232736572890026,0.4398976982097187,0.9539641943734016,4660848128.0
DVA,2026-02-04 16:12:44,0.8462915601023018,0.8132992327365729,143.635,6.6095147,0.7020574591113516,988355.0,0.90537084398977,0.7774936061381074,0.8797953964194374,10269901824.0
EMR,2026-02-04 16:12:44,0.7569053708439898,0.7007672634271099,158.49,4.201183,1.0458244849015004,2734477.0,0.639386189258312,0.8670076726342711,0.7979539641943734,89119260672.0
ENPH,2026-02-04 16:12:44,0.9205882352941176,0.4066496163682864,51.405,37.88895,4.356676680903984,6526042.0,0.9974424552429668,0.9846547314578004,0.9309462915601024,6726843392.0
FSV,2026-02-04 16:12:44,0.790537084398977,0.948849104859335,162.885,5.393071,0.5525924136264798,206950.0,0.8235294117647058,0.670076726342711,0.8644501278772379,7458135552.0
FTV,2026-02-04 16:12:44,0.8736572890025576,0.5447570332480819,59.795,10.018399,1.45870357101417,3197383.0,0.969309462915601,0.938618925831202,0.7570332480818415,20230821888.0
GEHC,2026-02-04 16:12:44,0.7626598465473146,0.5703324808184144,83.115,5.4939475,0.7133447717360273,3537790.0,0.8337595907928389,0.7877237851662404,0.690537084398977,37947154432.0
GSK,2026-02-04 16:12:44,0.810613810741688,0.4936061381074169,57.16,7.1616044,1.00143662208372,4287140.0,0.9335038363171356,0.8644501278772379,0.659846547314578,115522985984.0
HRI,2026-02-04 16:12:44,0.8006393861892585,0.907928388746803,165.9,7.706288,0.4742438914137441,451291.0,0.938618925831202,0.5677749360613811,0.9130434782608696,5519445504.0
IHG,2026-02-04 16:12:44,0.8019181585677749,0.9462915601023018,143.92,4.89796,0.7127044238950885,188273.0,0.7723785166240409,0.7851662404092071,0.8107416879795396,21657667584.0
IP,2026-02-04 16:12:44,0.7450127877237852,0.4092071611253197,45.0,6.98835,0.6624969467287437,5674242.0,0.928388746803069,0.7544757033248082,0.5754475703324808,23761723392.0
IR,2026-02-04 16:12:44,0.8152173913043478,0.6240409207161125,98.8,5.420403,1.216323626622134,2874300.0,0.8260869565217391,0.90537084398977,0.7340153452685422,39268311040.0
ITW,2026-02-04 16:12:44,0.7525575447570332,0.8618925831202046,290.69,4.223584,0.6242463533746097,1244781.0,0.6470588235294118,0.7365728900255755,0.9104859335038364,84736139264.0
JCI,2026-02-04 16:12:44,0.8479539641943735,0.5754475703324808,131.51,6.0478935,1.1534254356924094,5548754.0,0.8849104859335039,0.8925831202046036,0.8414322250639387,80492822528.0
KMT,2026-02-04 16:12:44,0.8492327365728901,0.6572890025575447,39.85,11.437361,1.0896464433024546,946496.0,0.9744245524296676,0.8797953964194374,0.6726342710997443,3037907456.0
KWR,2026-02-04 16:12:44,0.8630434782608695,0.9718670076726342,173.01,6.487347,0.6886564762670957,128029.0,0.9002557544757033,0.7749360613810742,0.8976982097186701,3009443072.0
LEA,2026-02-04 16:12:44,0.9040920716112532,0.8491048593350383,134.15,12.165548,0.820713253393695,606124.0,0.979539641943734,0.8260869565217391,0.9360613810741688,7137597440.0
LITE,2026-02-04 16:12:44,0.9016624040920715,0.7749360613810742,460.7,5.883706,1.3585568089712654,4710506.0,0.8746803069053708,0.9232736572890026,0.9744245524296676,32669431808.0
LLY,2026-02-04 16:12:44,0.9345268542199489,0.9002557544757033,1103.185,9.938118,1.0498491921885875,3425552.0,0.9667519181585678,0.8746803069053708,1.0,988957704192.0
MGM,2026-02-04 16:12:44,0.8251918158567775,0.4373401534526854,38.37,12.291486,0.9693703493230044,4302465.0,0.9820971867007672,0.8618925831202046,0.680306905370844,10494441472.0
