symbol,date,HotScore,TrendScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,averageDailyVolume3Month,MomentumScore,VolumeScore,VolatilityScore,marketCap
TPR,2026-02-05 16:11:52,0.7878504672897196,0.7710280373831776,136.12,4.7721653,0.8100611159749637,2847537.0,0.8691588785046729,0.7289719626168224,0.7570093457943925,28177588224.0
TSEM,2026-02-05 16:11:52,0.8200934579439252,0.7990654205607477,125.69,3.6362169,1.8323933438041504,1775729.0,0.794392523364486,0.9252336448598132,0.6915887850467289,14133556224.0
TW,2026-02-05 16:11:52,0.7885514018691588,0.8084112149532711,109.705,8.812738,0.6231272976112799,1256740.0,0.9345794392523364,0.6121495327102804,0.8317757009345794,23968751616.0
WMS,2026-02-05 16:11:52,0.8021028037383178,0.8925233644859814,169.645,5.8561153,0.6585559853372662,642445.0,0.911214953271028,0.6448598130841121,0.8411214953271028,13192356864.0
XPO,2026-02-05 16:11:52,0.9098130841121496,0.8457943925233645,195.065,8.647104,1.4004588307437575,1430157.0,0.9299065420560748,0.9018691588785048,0.9205607476635514,22971260928.0
YUMC,2026-02-05 16:11:52,0.6901869158878504,0.7616822429906542,55.05,3.594279,0.7186318888560815,1290363.0,0.7850467289719626,0.6728971962616822,0.5186915887850467,19459667968.0
ALGN,2026-02-05 17:12:20,0.8835034013605442,0.8571428571428571,177.57,10.086798,1.073377356032418,1220431.0,0.9625850340136054,0.782312925170068,0.935374149659864,12871404544.0
ALL,2026-02-05 17:12:20,0.804591836734694,0.8435374149659864,215.915,4.24633,0.9382321337137884,1663972.0,0.8435374149659864,0.7244897959183674,0.8571428571428571,56894750720.0
ARM,2026-02-05 17:12:20,0.8858843537414965,0.7074829931972789,111.755,6.5375953,2.5983357272858947,5150478.0,0.9183673469387756,0.95578231292517,0.7959183673469388,118571892736.0
AXL,2026-02-05 17:12:20,0.7670068027210885,0.3809523809523809,9.0,9.48905,2.05103285140002,4114193.0,0.95578231292517,0.9285714285714286,0.3469387755102041,2121012480.0
BSX,2026-02-05 17:12:20,0.7340136054421769,0.5748299319727891,77.6368,2.8310199,1.7696937204398069,11631563.0,0.6802721088435374,0.9047619047619048,0.608843537414966,115136913408.0
CAH,2026-02-05 17:12:20,0.7663265306122449,0.8367346938775511,224.44,8.503745,0.6257482040931485,2073465.0,0.9489795918367347,0.4591836734693877,0.9489795918367347,53325832192.0
CAMT,2026-02-05 17:12:20,0.7052721088435374,0.9013605442176872,140.55,5.8757086,0.5829785980179348,509065.0,0.8979591836734694,0.391156462585034,0.8197278911564626,6432447488.0
CENT,2026-02-05 17:12:20,0.7362244897959184,0.9319727891156464,36.58,4.186845,0.914273534085184,77409.0,0.8367346938775511,0.7040816326530612,0.5187074829931972,2276525568.0
CI,2026-02-05 17:12:20,0.7096938775510203,0.8605442176870748,280.335,3.1743405,0.7207557998416627,1763324.0,0.7210884353741497,0.5748299319727891,0.8503401360544217,74884718592.0
CLS,2026-02-05 17:12:20,0.8857142857142858,0.8231292517006803,298.24,8.112813,1.1258183203672107,2997298.0,0.9421768707482994,0.7993197278911565,0.9693877551020408,34404335616.0
COR,2026-02-05 17:12:20,0.8551020408163266,0.8945578231292517,358.7,8.706855,0.8422907831099185,1390686.0,0.9523809523809524,0.673469387755102,0.9829931972789115,69776506880.0
CPAY,2026-02-05 17:12:20,0.8508503401360544,0.9523809523809524,333.1725,10.958773,0.7783426821155152,592234.0,0.9761904761904762,0.6190476190476191,0.9863945578231292,23526770688.0
CRUS,2026-02-05 17:12:20,0.7719387755102041,0.891156462585034,139.3,3.2540207,1.1369017240996735,540804.0,0.7346938775510204,0.8061224489795918,0.717687074829932,7108533248.0
CVCO,2026-02-05 17:12:20,0.7353741496598639,0.9965986394557824,524.185,3.7045476,0.638075302098317,178667.0,0.7959183673469388,0.4761904761904761,0.9523809523809524,4091283712.0
DAY,2026-02-05 17:12:20,0.7212585034013606,0.6904761904761905,69.86,1.3639,8.155395258177808,3714901.0,0.6428571428571429,0.9931972789115646,0.3979591836734694,11180042240.0
EFX,2026-02-05 17:12:20,0.8098639455782312,0.8401360544217688,190.015,4.9574714,0.8865916899688083,1610367.0,0.8843537414965986,0.6938775510204082,0.8673469387755102,23409348608.0
ENSG,2026-02-05 17:12:20,0.9227891156462584,0.9387755102040816,194.84,12.507221,1.21067658388434,368114.0,0.9829931972789115,0.8333333333333334,0.9659863945578232,11286065152.0
FN,2026-02-05 17:12:20,0.742517006802721,0.9591836734693876,443.16,4.7585287,0.608164743860164,654252.0,0.8673469387755102,0.4319727891156462,0.9591836734693876,15877185536.0
