symbol,date,HotScore,TrendScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,averageDailyVolume3Month,MomentumScore,VolumeScore,VolatilityScore,marketCap
AAOI,2026-02-06 16:07:54,0.8509473684210526,0.4757894736842105,43.615,10.222395,2.179049840002634,5223836.0,0.9747368421052632,0.92,0.7010526315789474,2978027520.0
ACT,2026-02-06 16:07:54,0.828421052631579,0.8589473684210527,44.2,9.595831,1.2430052076165918,276134.0,0.9663157894736842,0.7642105263157895,0.6842105263157895,6519748096.0
AGI,2026-02-06 16:07:54,0.7629473684210526,0.5515789473684211,40.285,5.2102346,2.144305562988445,3008401.0,0.8294736842105264,0.9136842105263158,0.4884210526315789,16913020928.0
AIT,2026-02-06 16:07:54,0.7657894736842106,0.968421052631579,285.11,4.3517985,1.0232339338238936,302919.0,0.7389473684210527,0.6442105263157895,0.9242105263157896,10753753088.0
AMGN,2026-02-06 16:07:54,0.8509473684210527,0.8336842105263158,367.68,8.591511,1.066126104253877,2907959.0,0.9578947368421052,0.6757894736842105,0.9789473684210528,197988564992.0
CB,2026-02-06 16:07:54,0.7847368421052632,0.8694736842105263,330.315,5.4039817,0.9680445782792106,1663411.0,0.8526315789473684,0.5936842105263158,0.9578947368421052,131693387776.0
CBT,2026-02-06 16:07:54,0.8572631578947368,0.8568421052631578,79.975,12.182631,1.1497493896925408,500977.0,0.983157894736842,0.7221052631578947,0.8736842105263158,4230579456.0
CHTR,2026-02-06 16:07:54,0.7708421052631578,0.8273684210526315,227.06,6.7312174,0.8701967420201195,1953726.0,0.9221052631578948,0.5073684210526316,0.9389473684210526,29383690240.0
CL,2026-02-06 16:07:54,0.8116842105263158,0.5494736842105263,90.095,5.870603,1.586914992740969,6730237.0,0.8842105263157894,0.84,0.7663157894736842,72816656384.0
COLM,2026-02-06 16:07:54,0.9131578947368422,0.8231578947368421,65.16,13.519168,1.9578733594434656,571681.0,0.9936842105263158,0.8905263157894737,0.8568421052631578,3568817920.0
CRUS,2026-02-06 16:07:54,0.8954736842105263,0.8926315789473684,131.94,5.9078507,2.258660014655914,533573.0,0.888421052631579,0.9326315789473684,0.8442105263157895,6772767744.0
CSL,2026-02-06 16:07:54,0.9643157894736842,0.9642105263157896,392.06,10.178732,2.4308544763891646,433318.0,0.9726315789473684,0.9452631578947368,0.983157894736842,16760853504.0
CTRA,2026-02-06 16:07:54,0.7589473684210527,0.3326315789473684,30.575,5.649621,2.667343773241999,9068981.0,0.8631578947368421,0.96,0.4378947368421053,23279118336.0
DE,2026-02-06 16:07:54,0.762,0.936842105263158,567.28,4.088079,1.0566284314758316,1452327.0,0.6863157894736842,0.6673684210526316,0.9726315789473684,153775128576.0
DECK,2026-02-06 16:07:54,0.9458947368421052,0.6884210526315789,118.915,19.069788,2.578417667828925,3217011.0,0.9957894736842106,0.9578947368421052,0.9663157894736842,17640251392.0
DVA,2026-02-06 16:07:54,0.8804210526315789,0.8526315789473684,145.705,8.145926,1.3601175690920773,988355.0,0.9515789473684212,0.7957894736842105,0.9178947368421052,10417907712.0
ENPH,2026-02-06 16:07:54,0.928842105263158,0.4631578947368421,50.91,36.561165,5.486319732542328,6526042.0,0.9978947368421052,0.9894736842105264,0.9347368421052632,6662067712.0
ESAB,2026-02-06 16:07:54,0.8665263157894737,0.9157894736842104,127.15,7.8730793,1.2256764873273212,444539.0,0.9494736842105264,0.7557894736842106,0.8905263157894737,7878877696.0
FSV,2026-02-06 16:07:54,0.8148421052631579,0.9536842105263158,162.8,5.338078,1.1434887654022712,206950.0,0.8463157894736842,0.7136842105263158,0.8673684210526316,7454244352.0
FTV,2026-02-06 16:07:54,0.885578947368421,0.6,60.325,10.993565,2.159483552642896,3197383.0,0.9789473684210528,0.9178947368421052,0.8084210526315789,20410140672.0
GSK,2026-02-06 16:07:54,0.8092631578947368,0.5473684210526316,57.12,7.0866117,1.537056872413777,4287140.0,0.9347368421052632,0.8336842105263158,0.6778947368421052,115442139136.0
HRI,2026-02-06 16:07:54,0.7657894736842105,0.9326315789473684,165.16,7.225868,0.8111107910417004,451291.0,0.9389473684210526,0.4568421052631579,0.92,5494825984.0
IEX,2026-02-06 16:07:54,0.7646315789473683,0.9263157894736842,209.275,3.8018913,1.4928729888712726,657218.0,0.6063157894736843,0.8252631578947368,0.8547368421052631,15755746304.0
IR,2026-02-06 16:07:54,0.8458947368421054,0.6757894736842105,99.35,6.0104594,1.8581028424312007,2874300.0,0.8905263157894737,0.8821052631578947,0.7894736842105263,39486906368.0
ITW,2026-02-06 16:07:54,0.8180000000000001,0.8905263157894737,293.04,5.066152,1.1558989091253802,1244781.0,0.8210526315789474,0.7263157894736842,0.936842105263158,85421162496.0
JCI,2026-02-06 16:07:54,0.8327368421052631,0.6210526315789474,131.47,6.0156426,1.463253371838074,5548754.0,0.8926315789473684,0.8231578947368421,0.8505263157894737,80468344832.0
KMT,2026-02-06 16:07:54,0.853157894736842,0.6989473684210527,38.7775,8.438205,2.255016397322334,946496.0,0.9536842105263158,0.9305263157894736,0.6189473684210526,2956147200.0
KWR,2026-02-06 16:07:54,0.8596842105263158,0.9789473684210528,172.45,6.1426697,1.2322286356997243,128029.0,0.8968421052631579,0.76,0.9094736842105264,2999702272.0
LEA,2026-02-06 16:07:54,0.8821052631578948,0.8821052631578947,134.18,12.190631,1.2037223406431687,606124.0,0.9852631578947368,0.7452631578947368,0.9410526315789474,7139193344.0
LLY,2026-02-06 16:07:54,0.9043157894736842,0.9242105263157896,1090.17,8.641104,1.31740723830787,3425552.0,0.96,0.7894736842105263,0.9978947368421052,977290330112.0
MGM,2026-02-06 16:07:54,0.8024210526315789,0.4947368421052631,37.435,9.555175,1.417294272004537,4302465.0,0.9642105263157896,0.8189473684210526,0.6442105263157895,10238713856.0
MTCH,2026-02-06 16:07:54,0.7964210526315789,0.4821052631578947,30.855,6.764706,2.318875030642489,3634659.0,0.9242105263157896,0.936842105263158,0.4842105263157895,7424396288.0
ODFL,2026-02-06 16:07:54,0.8959999999999999,0.8,205.875,8.486587,1.496365373317887,2185644.0,0.9557894736842104,0.8294736842105264,0.9557894736842104,43268366336.0
