symbol,date,HotScore,TrendScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,averageDailyVolume3Month,MomentumScore,VolumeScore,VolatilityScore,marketCap
ALAB,2026-02-09 14:56:20,0.8340163934426229,0.8278688524590164,183.61,8.101263,0.3183039485802953,5327763.0,0.8934426229508197,0.7049180327868853,0.9590163934426228,31012392960.0
APLD,2026-02-09 14:56:20,0.6274590163934427,0.2622950819672131,37.325,6.795422,0.2225227409208635,31874149.0,0.8360655737704918,0.5163934426229508,0.639344262295082,10435540992.0
APO,2026-02-09 14:56:20,0.5782786885245901,0.8442622950819673,137.184,3.1373875,0.2837217975128544,3255298.0,0.3114754098360656,0.6639344262295082,0.7622950819672131,79624699904.0
APP,2026-02-09 14:56:20,0.9266393442622952,0.9016393442622952,445.54,9.544652,0.4595348835278479,4817804.0,0.9590163934426228,0.8688524590163934,0.9836065573770492,150703865856.0
AS,2026-02-09 14:56:20,0.6327868852459017,0.6147540983606558,39.14,4.317694,0.369173891533241,4010224.0,0.5655737704918032,0.7786885245901639,0.5040983606557377,21705926656.0
ASX,2026-02-09 14:56:20,0.6684426229508197,0.3770491803278688,22.1,5.919006,0.4005441764246105,7300206.0,0.7704918032786885,0.8114754098360656,0.3852459016393442,48333680640.0
ATAT,2026-02-09 14:56:20,0.6434426229508197,0.819672131147541,38.705,3.9897919,0.4347993222351564,1199236.0,0.4836065573770491,0.8442622950819673,0.4836065573770491,5348487680.0
AXL,2026-02-09 14:56:20,0.762295081967213,0.3360655737704918,9.0,9.48905,2.05103285140002,4114193.0,0.9508196721311476,0.9672131147540984,0.2868852459016393,2121012480.0
BE,2026-02-09 14:56:20,0.6348360655737705,0.6311475409836066,151.345,5.7617016,0.1668595702837558,13440218.0,0.7459016393442623,0.3770491803278688,0.8934426229508197,42383482880.0
BLSH,2026-02-09 14:56:20,0.7663934426229508,0.680327868852459,29.7999,8.521126,0.3433539356025212,2155426.0,0.9098360655737704,0.7295081967213115,0.6229508196721312,4490360320.0
CIEN,2026-02-09 14:56:20,0.5569672131147542,0.8770491803278688,283.0552,4.22791,0.1395997852254268,3525557.0,0.5409836065573771,0.2704918032786885,0.9262295081967212,39926607872.0
CIFR,2026-02-09 14:56:20,0.5762295081967213,0.1229508196721311,15.845,7.5695915,0.2283862475117779,34595485.0,0.8770491803278688,0.5327868852459017,0.3524590163934426,6260233728.0
CRDO,2026-02-09 14:56:20,0.7565573770491804,0.7049180327868853,119.025,6.8447037,0.2536081106833623,6438619.0,0.8442622950819673,0.6147540983606558,0.8770491803278688,21499688960.0
