symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
XMTR,62.57,7.4618397,603235.0,719231.0,3206565888.0,0.8387221907843239,0.9548872180451128,0.8646616541353384,0.8759398496240601,0.9022556390977444,0.9022556390977444,0.7513580901049788,1.0515443526108124
PAAS,47.905,9.999999,11928378.0,6376841.0,20218161152.0,1.8705779240849816,0.9774436090225564,0.9548872180451128,0.8796992481203008,0.556390977443609,0.9078947368421052,0.8322779680767195,0.9993749609236666
ARES,178.6,8.73007,10000393.0,1930034.0,58513756160.0,5.181459497604705,0.9736842105263158,0.9962406015037594,0.9849624060150376,0.9097744360902256,0.9774436090225564,0.9616312509761952,0.9969434372994751
TFX,132.2,10.332163,1571635.0,598787.0,5842500608.0,2.624697930983805,0.981203007518797,0.9736842105263158,0.9699248120300752,0.943609022556391,0.9725563909774436,0.9676378161029792,0.98881973261791
TERN,43.55,8.266932,4255832.0,3095246.0,3922974464.0,1.3749575962621388,0.9661654135338346,0.9473684210526316,0.8045112781954887,0.6691729323308271,0.8975563909774437,0.8428011680168999,0.9812622647083826
APO,145.79,6.1234803,2762339.0,3496168.0,84619804672.0,0.7901047661325199,0.9172932330827068,0.8308270676691729,0.943609022556391,0.8233082706766918,0.8828947368421051,0.8226747500724279,0.9780474869760316
DOCU,70.2201,6.327741,3042905.0,2957701.0,14188867584.0,1.0288075096164218,0.924812030075188,0.9022556390977444,0.868421052631579,0.7406015037593985,0.8872180451127819,0.8420807881297548,0.9704100478376327
PSNY,18.69,11.829123,172288.0,164744.0,39609565184.0,1.0457922595056572,0.9962406015037594,0.9097744360902256,0.7030075187969925,0.924812030075188,0.900187969924812,0.8730230331166159,0.9656519575345726
OPCH,32.375,5.83524,1430194.0,2100246.0,5254302208.0,0.6809649917200176,0.9022556390977444,0.7706766917293233,0.6804511278195489,0.6766917293233082,0.7892857142857144,0.692726617446045,0.964337809240746
YOU,36.1912,11.118209,1797924.0,1582995.0,4879569920.0,1.135773644262932,0.9924812030075189,0.9285714285714286,0.8195488721804511,0.7293233082706767,0.9092105263157894,0.8933073511248164,0.9635065529384772
