symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
LULU,207.645,11.034175,15162133.0,4080141.0,24886358016.0,3.7160806452522106,0.9873949579831932,0.9789915966386554,0.9873949579831932,0.9327731092436976,0.9789915966386554,0.8314089091844954,1.0782503725269337
CAE,29.65,4.774537,717145.0,580276.0,9541496832.0,1.2358687934706931,0.9369747899159664,0.9033613445378152,0.6764705882352942,0.9369747899159664,0.8731092436974789,0.7308581589092099,1.0338724687210898
TSLA,451.625,1.0649939,74559352.0,86309552.0,1502023122944.0,0.8638597961903451,0.7226890756302521,0.7605042016806722,0.865546218487395,0.6386554621848739,0.7560924369747899,0.5908418781962971,1.0178895207960976
SHAK,84.82,7.08244,1497848.0,1352934.0,3621252096.0,1.1071109159796413,0.9747899159663864,0.8781512605042017,0.8823529411764706,0.9411764705882352,0.9191176470588236,0.8242915672138872,1.0170785675233054
MMYT,82.48,5.056682,1660480.0,1087974.0,7847757312.0,1.5262129425887017,0.9495798319327732,0.9327731092436976,0.8277310924369747,0.9495798319327732,0.9193277310924368,0.8300821921158859,1.0134209150433673
RH,165.39,7.879462,2752689.0,974184.0,3100247040.0,2.8256356088788155,0.9831932773109244,0.9705882352941176,0.957983193277311,0.9705882352941176,0.9724789915966384,0.9274596963063606,1.010509712320702
YOU,41.66,14.892447,3402085.0,1614482.0,5616914432.0,2.107230058929118,1.0,0.96218487394958,0.8781512605042017,0.8865546218487395,0.9510504201680672,0.903006837213764,1.002127214063617
MLYS,37.39,3.71706,1339754.0,1483546.0,2959042816.0,0.9030754691799244,0.8865546218487395,0.7983193277310925,0.6680672268907563,0.8739495798319328,0.8107142857142856,0.7090108525008778,0.9770791996173966
GE,301.235,4.4431634,5631630.0,4099560.0,319441436672.0,1.3737157158329187,0.9117647058823528,0.9285714285714286,0.9663865546218487,0.9453781512605042,0.9319327731092436,0.9157861826725062,0.9747820854274838
RIVN,18.625,13.359706,88065199.0,47962419.0,22832631808.0,1.8361292202547168,0.9957983193277312,0.953781512605042,0.7521008403361344,0.1512605042016806,0.8478991596638655,0.7774901216221731,0.9692292792670776
