symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
ALMR,36.94,31.975702,609148.0,285808.0,2560355072.0,2.131318927391816,0.9959839357429718,0.963855421686747,0.9196787148594378,0.8755020080321285,0.957429718875502,0.9518589642412444,0.9816411094619331
BLTE,176.925,5.7784343,173101.0,206120.0,7092055040.0,0.8398069085969339,0.891566265060241,0.8594377510040161,0.931726907630522,0.9879518072289156,0.8979919678714858,0.8570745865558302,0.9728663576217035
SEPN,46.385,19.395111,476166.0,403024.0,2090828416.0,1.1814829886061375,0.9839357429718876,0.9076305220883534,0.891566265060241,0.8674698795180723,0.9271084337349398,0.9185760509286052,0.9681985698297038
IMOS,59.1994,11.591711,158625.0,120091.0,2058416768.0,1.3208733377188966,0.9718875502008032,0.923694779116466,0.8554216867469879,0.9759036144578314,0.932128514056225,0.9303655670717808,0.9670117055616996
CIB,99.24,8.494584,441786.0,369016.0,23546202112.0,1.19720012140395,0.9477911646586346,0.9116465863453816,0.8995983935742972,0.9397590361445785,0.924698795180723,0.924030620297785,0.9627109521039567
NN,19.14,24.044064,6675607.0,2624641.0,2611403008.0,2.543436226135308,0.9919678714859438,0.9678714859437751,0.7710843373493976,0.5220883534136547,0.8923694779116466,0.8650712018379193,0.9619627905287629
SEZL,127.464,8.020336,737452.0,693216.0,4292352256.0,1.0638127221529798,0.9397590361445785,0.8995983935742972,0.923694779116466,0.9036144578313252,0.918875502008032,0.9150054365935356,0.9615525282827742
NIQ,16.4,40.410954,5838859.0,1573233.0,4840236032.0,3.711375873758051,1.0,0.9839357429718876,0.8192771084337349,0.5582329317269076,0.9140562248995984,0.9081198155065676,0.9602966290550223
ZLAB,26.52,12.515913,1363981.0,881625.0,2977300224.0,1.5471215085779102,0.9799196787148594,0.9357429718875502,0.7228915662650602,0.7028112449799196,0.8853413654618474,0.8735658792374739,0.9494105786587799
ARMK,60.7,8.957103,2431182.0,2805874.0,15961281536.0,0.866461573114117,0.963855421686747,0.8755020080321285,0.8313253012048193,0.6706827309236948,0.8771084337349397,0.8638817277845005,0.9462096085287568
