symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
TPH,46.32,26.657553,11175271.0,862091.0,4053301504.0,12.962983026153852,1.0,0.9970149253731344,0.9164179104477612,0.7791044776119403,0.9601492537313432,0.9601492537313432,0.9800746268656716
ICLR,91.11,13.773725,4335702.0,1397485.0,7085818880.0,3.1025034257970567,0.982089552238806,0.991044776119403,0.9402985074626866,0.7940298507462686,0.9580597014925372,0.9580597014925372,0.9790298507462686
MGA,67.55,16.828094,3714035.0,1546493.0,19108524032.0,2.401585393532334,0.991044776119403,0.9791044776119404,0.9134328358208956,0.746268656716418,0.946865671641791,0.946865671641791,0.9734328358208955
HUBS,247.25,7.993013,1457151.0,1250755.0,13040097280.0,1.165017129653689,0.928358208955224,0.9313432835820896,0.9731343283582088,0.9104477611940298,0.9365671641791044,0.9365671641791044,0.9682835820895521
COIN,163.32,15.754233,15044621.0,10088360.0,44040482816.0,1.491285104813865,0.9880597014925372,0.9552238805970148,0.982089552238806,0.564179104477612,0.9329850746268656,0.9329850746268656,0.9664925373134328
AMAT,361.84,10.183262,7798862.0,7677637.0,287200182272.0,1.0157893633158224,0.9582089552238806,0.9134328358208956,0.9940298507462688,0.7582089552238805,0.9297014925373132,0.9297014925373132,0.9648507462686566
PSIX,103.2,11.302842,366209.0,462970.0,2377824000.0,0.7909994168088645,0.9671641791044776,0.8805970149253731,0.928358208955224,0.9223880597014924,0.9246268656716417,0.9246268656716417,0.9623134328358208
SEI,60.42,17.388763,2553268.0,2802521.0,4337039872.0,0.911061148159104,0.9940298507462688,0.8985074626865671,0.8955223880597015,0.608955223880597,0.9023880597014924,0.9023880597014924,0.9511940298507462
CBRE,144.83,6.2738504,2319125.0,1636824.0,43100393472.0,1.4168444499836268,0.844776119402985,0.9522388059701492,0.8895522388059701,0.844776119402985,0.8913432835820894,0.8913432835820894,0.9456716417910447
HASI,39.36,9.852076,1788497.0,987077.0,4962477056.0,1.81191234321132,0.9522388059701492,0.9671641791044776,0.7134328358208956,0.7343283582089553,0.887910447761194,0.887910447761194,0.943955223880597
