symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore
CDTX,217.71,105.406,17287415.0,872168.0,6844665856.0,19.821198438832884,1.0,1.0,1.0,0.9717868338557993,0.9971786833855798
SRRK,37.41,24.4097,6996750.0,2528325.0,3596120832.0,2.7673459701581087,0.9968652037617555,0.9623824451410659,0.9498432601880877,0.7617554858934169,0.9518808777429467
ABVX,110.39,9.40535,2409287.0,1075398.0,8591534080.0,2.2403677522182486,0.9686520376175548,0.9247648902821317,0.9686520376175548,0.9435736677115988,0.9507836990595612
LGN,40.27,20.8583,2813196.0,1162546.0,3504975104.0,2.4198577948743534,0.9905956112852664,0.9341692789968652,0.9404388714733543,0.8746081504702194,0.9492163009404387
DASH,206.96,6.01916,11452141.0,3701549.0,84135223296.0,3.093877995401385,0.9216300940438872,0.9686520376175548,0.9811912225705329,0.9122257053291536,0.9490595611285267
AVDL,23.56,22.4532,12788061.0,2646503.0,2300791040.0,4.83205989186485,0.9937304075235109,0.9905956112852664,0.8871473354231975,0.6802507836990596,0.9399686520376174
CSIQ,33.58,17.3305,11694493.0,3635414.0,2248928256.0,3.216825649018241,0.987460815047022,0.9717868338557993,0.8996865203761756,0.6927899686520376,0.9349529780564263
EWTX,22.75,11.4104,2512141.0,952620.0,2408506880.0,2.637086141378514,0.9811912225705329,0.9561128526645768,0.8119122257053292,0.8275862068965517,0.9231974921630093
WHR,70.28,6.98736,2736688.0,1316804.0,3946126848.0,2.0782804426475012,0.9435736677115988,0.9216300940438872,0.890282131661442,0.9090909090909091,0.9217868338557994
CLS,310.88,6.193,4935930.0,3076660.0,38422683648.0,1.6043144188828145,0.9247648902821317,0.8463949843260188,0.9905956112852664,0.9404388714733543,0.9120689655172414
SNDK,254.16,4.34782,19397285.0,7885585.0,37247959040.0,2.4598409629723097,0.8589341692789969,0.9373040752351097,0.9749216300940439,0.8683385579937304,0.910501567398119
