symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore
JAZZ,169.9975,20.50577,6131014.0,731343.0,10329917440.0,8.383226475128634,0.9929824561403509,0.9894736842105263,0.9929824561403509,0.9754385964912281,0.99
NUVL,108.28,12.2072525,2078663.0,456648.0,7872682496.0,4.552002855591177,0.9859649122807017,0.9824561403508771,0.9754385964912281,0.9789473684210527,0.9819298245614034
PACS,15.76,48.960304,11272346.0,951417.0,2445597440.0,11.84795520786364,1.0,0.9964912280701754,0.9157894736842105,0.8280701754385965,0.9647368421052631
SQM,59.525,9.120078,5173515.0,1347540.0,17002597376.0,3.8392292622111404,0.9754385964912281,0.9754385964912281,0.8982456140350877,0.9298245614035088,0.9554385964912282
ASND,217.43,6.374755,781931.0,455942.0,13284571136.0,1.714979098218633,0.9473684210526315,0.8982456140350877,0.9824561403508771,0.9894736842105263,0.9414035087719299
TERN,25.63,13.608155,7926602.0,2282935.0,2308744704.0,3.4721102440498743,0.9894736842105263,0.9719298245614035,0.8315789473684211,0.775438596491228,0.9303508771929824
ESLT,505.8,6.927677,150184.0,107790.0,23456133120.0,1.393301790518601,0.9543859649122807,0.8350877192982457,0.9964912280701754,1.0,0.9256140350877192
DGNX,13.325,26.543211,1443129.0,748376.0,2705046528.0,1.9283475151528109,0.9964912280701754,0.9157894736842105,0.8175438596491228,0.8421052631578947,0.9170175438596492
SNDK,266.81,4.977177,13342401.0,8065885.0,39101853696.0,1.6541769440055245,0.9157894736842105,0.8842105263157894,0.9789473684210527,0.9087719298245615,0.9166666666666665
EAT,121.28,7.147271,2053352.0,1483614.0,5388617728.0,1.3840203718757036,0.9578947368421052,0.8280701754385965,0.9438596491228071,0.9578947368421052,0.9096491228070175
PGNY,26.8175,9.236253,3041190.0,1426021.0,2311981056.0,2.1326404029113175,0.9824561403508771,0.9298245614035088,0.775438596491228,0.8491228070175438,0.909298245614035
WPP,20.355,7.4142413,2171312.0,519439.0,4391642112.0,4.180109695267395,0.9614035087719298,0.9789473684210527,0.6771929824561403,0.9157894736842105,0.9061403508771929
ONC,376.54,2.9304032,499883.0,278181.0,41667141632.0,1.796970317886556,0.8350877192982457,0.9087719298245615,0.9614035087719298,0.9929824561403509,0.9019298245614035
AXSM,146.11,4.5958896,762820.0,534259.0,7365790720.0,1.4278093583823577,0.9017543859649123,0.8421052631578947,0.9298245614035088,0.9859649122807017,0.8949122807017544
LNW,86.22,0.0,38854866.0,1966678.0,7028988928.0,19.756597673843913,0.6877192982456141,1.0,1.0,0.9263157894736842,0.8833333333333333
CRSP,55.22,5.120888,3939638.0,2429065.0,5262478848.0,1.6218742602606353,0.9333333333333333,0.8771929824561403,0.8105263157894737,0.8666666666666667,0.8824561403508772
COCO,45.48,3.7172203,2268622.0,988415.0,2590006784.0,2.2952120313835787,0.8807017543859649,0.9508771929824561,0.7157894736842105,0.9333333333333333,0.8775438596491228
DASH,210.8,1.8554292,8975591.0,3822659.0,90854490112.0,2.3479967739733,0.7894736842105263,0.9543859649122807,0.8666666666666667,0.9368421052631579,0.8773684210526316
MDGL,554.28,4.7372513,398781.0,361754.0,12588486656.0,1.102354085925795,0.9087719298245615,0.712280701754386,0.9894736842105263,0.9964912280701754,0.8649122807017543
GRAL,84.62,6.265703,1124301.0,979537.0,3298675968.0,1.1477881897263706,0.9368421052631579,0.743859649122807,0.9017543859649123,0.9614035087719298,0.8647368421052631
ALB,118.35,2.7886362,6543436.0,3664760.0,13929502720.0,1.7855019155415361,0.8140350877192982,0.9052631578947369,0.8403508771929824,0.9052631578947369,0.8603508771929823
GOOG,285.385,3.0345147,30015999.0,21620523.0,3445120303104.0,1.3883104955416665,0.8385964912280702,0.8315789473684211,0.9473684210526315,0.7894736842105263,0.8529824561403508
ABVX,113.93,3.206813,1419057.0,1096450.0,8978428928.0,1.2942286469971271,0.856140350877193,0.7894736842105263,0.856140350877193,0.9649122807017544,0.8436842105263157
GOOGL,284.83,3.0461934,44746528.0,33503231.0,3449895518208.0,1.3355884392165043,0.8421052631578947,0.8035087719298246,0.9508771929824561,0.7403508771929824,0.8401754385964912
CROX,77.115,5.075621,2207008.0,1966348.0,4211817472.0,1.122389322744499,0.9192982456140351,0.7192982456140351,0.8631578947368421,0.9192982456140351,0.8380701754385965
MLYS,44.04,7.809064,2001340.0,1862920.0,3485323520.0,1.0743027075773517,0.9649122807017544,0.6842105263157895,0.8350877192982457,0.8736842105263158,0.8315789473684212
LITE,242.98,4.665088,3842122.0,3871098.0,17230342144.0,0.9925147852108109,0.9052631578947369,0.6456140350877193,0.9649122807017544,0.9508771929824561,0.8308771929824561
ZIM,17.025,6.2734027,10282223.0,4676590.0,2050789120.0,2.198658210362679,0.9403508771929825,0.9368421052631579,0.5754385964912281,0.5684210526315789,0.8289473684210525
DYN,20.28,7.929748,3137795.0,2623307.0,2896484864.0,1.1961219178693154,0.968421052631579,0.7649122807017544,0.6912280701754386,0.7263157894736842,0.8175438596491228
KC,12.23,9.196426,2698135.0,1961846.0,3617860864.0,1.3753041777998884,0.9789473684210527,0.8245614035087719,0.5859649122807018,0.6771929824561403,0.816140350877193
ARQT,26.2,4.800003,2857590.0,2100714.0,3209295616.0,1.3602946426786322,0.9122807017543859,0.8140350877192982,0.6350877192982456,0.7824561403508772,0.8094736842105261
