,symbol,HotScore,MomentumScore,VolumeScore,VolatilityScore,TrendScore,VolumeSpike,marketCap,regularMarketPrice
69,AA,0.8069010416666668,0.8385416666666666,0.8723958333333334,0.7395833333333334,0.6015625,1.5829816990701002,14272223232.0,54.08
70,AA,0.81318407960199,0.9154228855721394,0.8507462686567164,0.7325870646766169,0.4850746268656716,0.8295381163673101,18821318656.0,71.33
71,AA,0.8229952830188679,0.9433962264150944,0.8325471698113207,0.7594339622641509,0.4952830188679245,0.9225244194375852,18839789568.0,71.4
72,AA,0.8313747228381374,0.9534368070953436,0.8137472283813747,0.8004434589800443,0.5277161862527716,1.1041576235631847,18816040960.0,71.31
73,AA,0.8393103448275863,0.9632183908045976,0.8022988505747126,0.8298850574712644,0.5540229885057472,1.3623140575894015,19013937152.0,72.06
74,AA,0.9012820512820512,0.9839743589743588,0.9006410256410257,0.8525641025641025,0.7115384615384616,1.6051904258782426,16681393152.0,63.22
75,AA,0.9017857142857142,0.98015873015873,0.9285714285714286,0.8134920634920635,0.7103174603174603,1.2762591728200898,16574528512.0,62.815
76,AA,0.9079225352112676,0.9823943661971832,0.9225352112676056,0.8345070422535211,0.7429577464788732,1.4504380486251989,16479538176.0,62.455
77,AA,0.9080935251798562,0.9928057553956836,0.946043165467626,0.8453237410071942,0.60431654676259,1.1295442221644902,16976918528.0,64.34
78,AA,0.9116776315789474,0.9901315789473684,0.9539473684210528,0.8782894736842105,0.555921052631579,0.9576223080888504,17053438976.0,64.63
79,AAL,0.2445652173913043,0.0869565217391304,0.3260869565217391,0.4565217391304347,0.0869565217391304,0.1231400070012075,8640415744.0,13.0855
80,AAL,0.2539215686274509,0.3725490196078431,0.0784313725490196,0.3725490196078431,0.2156862745098039,0.1108702176136605,10155429888.0,15.385
81,AAL,0.2730769230769231,0.0384615384615384,0.5,0.3846153846153846,0.0769230769230769,0.1949135208896261,7342586880.0,11.12
82,AAL,0.3075471698113207,0.4528301886792453,0.3018867924528302,0.1509433962264151,0.1320754716981132,0.1435317487496238,10336954368.0,15.66
83,AAL,0.3753623188405797,0.6376811594202898,0.2318840579710145,0.2753623188405797,0.1594202898550724,0.1423315147732944,10294048768.0,15.595
84,AAL,0.4233333333333333,0.6,0.3555555555555555,0.3333333333333333,0.2222222222222222,0.1459495154441879,10175233024.0,15.415
85,AAL,0.4454545454545455,0.6363636363636364,0.4545454545454545,0.2077922077922078,0.2207792207792207,0.2211003193861325,10150083584.0,15.3769
86,AAL,0.447590361445783,0.5421686746987951,0.5783132530120482,0.180722891566265,0.1927710843373494,0.2475307160580489,10330352640.0,15.65
87,AAL,0.453448275862069,0.6551724137931034,0.4367816091954023,0.2528735632183908,0.2068965517241379,0.2502692149606693,10155429888.0,15.385
88,AAL,0.4885135135135134,0.6351351351351351,0.5135135135135135,0.3243243243243243,0.2162162162162162,0.2183881539419655,10353456128.0,15.685
89,AAL,0.4975806451612902,0.6451612903225806,0.532258064516129,0.2903225806451613,0.2741935483870967,0.1747965735485661,10148829184.0,15.375
90,AAL,0.5200934579439251,0.7289719626168224,0.4392523364485981,0.4672897196261682,0.1775700934579439,0.2206912788990498,10465670144.0,15.855
91,AAL,0.5508196721311476,0.6147540983606558,0.6311475409836066,0.4918032786885246,0.1639344262295081,0.4718608125945038,10162031616.0,15.395
92,AAL,0.5553030303030302,0.6439393939393939,0.6439393939393939,0.4469696969696969,0.1515151515151515,0.4903364460012853,10142228480.0,15.365
93,AAL,0.5763392857142857,0.8125,0.5,0.5,0.1696428571428571,0.2791236276037593,10510292992.0,15.9226
94,AAL,0.6585185185185186,0.8074074074074075,0.7481481481481481,0.4925925925925926,0.1555555555555555,0.4862376326210531,10478872576.0,15.875
95,AAL,0.6685279187817259,0.7461928934010152,0.868020304568528,0.4619289340101523,0.1116751269035533,0.9468128112285245,10406856704.0,15.7659
96,AAL,0.6775280898876405,0.7921348314606742,0.8595505617977528,0.4382022471910112,0.1179775280898876,0.8724934512061421,10344478720.0,15.6714
97,AAL,0.6919463087248321,0.825503355704698,0.8120805369127517,0.5234899328859061,0.1409395973154362,0.5935411790523565,10506398720.0,15.9167
98,AAL,0.7025157232704402,0.8050314465408805,0.8679245283018868,0.5157232704402516,0.1383647798742138,0.8064077556209146,10438805504.0,15.8143
99,AAL,0.7044502617801047,0.8115183246073299,0.8795811518324608,0.5026178010471204,0.1204188481675392,1.008459348681909,10406263808.0,15.765
100,AAL,0.7096153846153845,0.8333333333333334,0.8717948717948718,0.4935897435897436,0.141025641025641,0.7747326344576501,10475572224.0,15.87
101,AAL,0.719951923076923,0.8365384615384616,0.8990384615384616,0.5072115384615384,0.110576923076923,1.090728760001053,10472271872.0,15.865
102,AAL,0.7342342342342342,0.945945945945946,0.8978978978978979,0.4234234234234234,0.042042042042042,0.9032324123407732,8012796416.0,12.135
103,AAL,0.7459016393442622,0.8770491803278688,0.9016393442622952,0.569672131147541,0.0942622950819672,1.2618722092302566,10534914048.0,15.9599
104,AAL,0.7476897689768977,0.8976897689768977,0.8877887788778878,0.5775577557755776,0.0726072607260726,1.5165997299862015,10554782720.0,15.99
105,AAL,0.748019801980198,0.8976897689768977,0.8877887788778878,0.5792079207920792,0.0726072607260726,1.519911540258371,10554782720.0,15.99
106,AAL,0.7495049504950496,0.8976897689768977,0.8910891089108911,0.5808580858085809,0.0726072607260726,1.5165997299862015,10554782720.0,15.99
107,AAL,0.7501655629139072,0.8973509933774835,0.8940397350993378,0.5794701986754967,0.0728476821192053,1.5165997299862015,10554782720.0,15.99
108,AAL,0.7506600660066007,0.8976897689768977,0.8943894389438944,0.5808580858085809,0.0726072607260726,1.5165997299862015,10554782720.0,15.99
109,AAL,0.750892857142857,0.8973214285714286,0.90625,0.546875,0.1026785714285714,1.136335367566947,10528378880.0,15.95
