symbol,regularMarketPrice,HotScore,VolumeSpike,regularMarketChangePercent,date
BLTE,120.56,0.9770526315789474,3.3083921817556665,10.423152,20251124
MOG-A,214.77,0.9686315789473684,2.517388192410144,8.15833,20251124
ROST,174.0,0.9541052631578948,3.1789539743681976,8.411215,20251124
LITE,255.59,0.9354736842105262,1.8617769143519076,9.582408,20251124
OSIS,251.1,0.9248421052631579,1.7954165363982393,7.321454,20251124
GRAL,93.55,0.9217894736842105,1.8970454564963808,9.223586,20251124
DOCS,50.42,0.909157894736842,2.576619254629019,8.61698,20251124
BLDR,101.62,0.9047368421052632,2.3192236571764013,7.13759,20251124
PODD,331.17,0.8979999999999999,2.317377597839022,5.842308,20251124
CAVA,48.92,0.8958947368421052,2.042302758336243,12.2276,20251124
WGS,146.55,0.8945263157894736,1.4687421201030022,9.292272,20251124
HTFL,30.85,0.8894736842105263,1.9432929288137202,11.492592,20251124
SAIA,271.46,0.8797894736842103,1.376460121712301,8.3759165,20251124
SYNA,63.17,0.8754736842105263,1.6131479593666276,7.946005,20251124
DAVE,194.68,0.870421052631579,1.5413164704442128,6.6681275,20251124
ADPT,18.61,0.8688421052631579,2.5753751812770647,14.031869,20251124
DHI,146.71,0.8667368421052632,1.6659334078606043,6.83804,20251124
KAI,267.49,0.8665263157894736,1.448557463492759,6.68022,20251124
LEN,123.16,0.866421052631579,3.5506108331663024,5.94409,20251124
HRI,132.12,0.8629473684210527,1.3263652418575937,10.1,20251124
EXPE,247.49,0.861157894736842,2.4673968108582396,5.4180694,20251124
ALGN,142.56,0.8589473684210527,1.4489902850428957,7.341315,20251124
IDXX,725.91,0.8573684210526316,2.008555692540254,5.303547,20251124
RH,153.08,0.8572631578947368,1.3086819150564164,9.70332,20251124
MTH,70.29,0.8531578947368421,1.6521813447132647,7.01888,20251124
ZG,69.98,0.8514736842105263,1.8044158698148696,6.4982443,20251124
MHK,109.93,0.8510526315789474,1.792981174217838,6.02816,20251124
BC,64.22,0.8506315789473684,1.4606853520640581,8.2238,20251124
ODFL,134.28,0.8460000000000001,1.6004151792289487,6.326707,20251124
ZBRA,240.95,0.8433684210526318,1.7941638668271664,5.4947476,20251124
KYIV,12.93,0.842842105263158,2.1644773923310137,12.239581,20251124
GFF,72.14,0.8376842105263158,1.728436841370415,6.08823,20251124
UGI,37.61,0.835157894736842,2.094985830479119,7.05949,20251124
WSC,17.61,0.8236842105263158,2.020864696601877,11.104102,20251124
BMI,177.46,0.8186315789473684,1.470930627344359,5.78208,20251124
NICE,105.11,0.8156842105263157,1.760188428188901,5.5321307,20251124
CSW,259.0,0.8144210526315789,1.209539430520929,7.04248,20251124
GAP,24.96,0.8141052631578947,2.25804442419799,8.23937,20251124
PCAR,102.99,0.8097894736842105,1.8981761372969859,5.5225406,20251124
ICUI,142.34,0.8064210526315789,1.3820357244937462,5.9629226,20251124
ATKR,61.57,0.8057894736842106,1.5038432437401443,6.2651,20251124
LEN-B,115.19,0.7986315789473685,1.2716886514771613,6.51933,20251124
ZTS,122.06,0.7981052631578947,1.8408502782798841,5.32401,20251124
ENTG,73.66,0.7914736842105263,1.3552042321518496,7.0639544,20251124
KWR,132.96,0.7898947368421052,1.2114040359311742,6.66667,20251124
OC,104.21,0.7871578947368422,1.3877835427463094,6.03378,20251124
TXG,18.34,0.7852631578947368,1.5002562645296114,11.421622,20251124
CNXC,35.63,0.7810526315789474,1.486451016795849,6.804558,20251124
CRCL,71.33,0.777157894736842,1.494243758809962,6.57403,20251124
SITM,267.87,0.7704210526315789,1.1951373556819327,5.978003,20251124
