symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore_today,HotScore_avg,RuntimeScore
AAOI,77.755,44.822124,10952941.0,5039413.0,5309102592.0,2.173455717957628,1.0,0.97196261682243,0.9906542056074766,0.8037383177570093,0.9686915887850468,0.9571718813490452,0.9903633695326152
AAON,109.26,7.964432,366664.0,984116.0,8919336960.0,0.3725820939807909,0.9033816425120772,0.6038647342995169,0.8743961352657005,0.8502415458937198,0.78743961352657,0.6520531400966183,0.9975353281561355
ACLX,113.805,77.515205,17137837.0,1083556.0,6580531712.0,15.81629099003651,1.0,1.0,1.0,0.9642857142857144,0.9964285714285712,0.9951135105204872,0.9988750449614372
ADEA,21.72,9.301148,1395921.0,849807.0,2378561280.0,1.6426329743106376,0.9671052631578948,0.944078947368421,0.7368421052631579,0.8322368421052632,0.8995065789473684,0.8110254757114062,1.004302194462365
ADSK,248.0,6.2325993,2674117.0,1943206.0,52823998464.0,1.3761366525216574,0.9243027888446216,0.8685258964143426,0.9681274900398408,0.9482071713147412,0.9159362549800796,0.9120074288000836,0.9601220716663308
AEIS,309.53,10.926745,1088461.0,569275.0,11683360768.0,1.9120126476658907,0.9536585365853658,0.8853658536585366,0.9707317073170731,0.9390243902439024,0.9317073170731706,0.9328884072186668,0.9652206299040302
AGI,44.58,5.6648574,1383948.0,3314950.0,18716209152.0,0.4174868399221708,0.7631578947368421,0.8157894736842105,0.618421052631579,0.5361842105263158,0.7299342105263158,0.5777578029375765,0.9966627801765966
AGX,465.915,12.485513,653109.0,362415.0,6463830016.0,1.8021025619800504,0.9773242630385488,0.8956916099773242,0.9886621315192744,0.9750566893424036,0.9507936507936507,0.9489530563998648,0.9763666280553304
AIR,118.52,9.93414,1172160.0,496723.0,4690133504.0,2.359786037691027,0.9623059866962306,0.9423503325942352,0.9645232815964524,0.9356984478935698,0.9531042128603104,0.9531042128603104,0.9765521064301552
AKAM,104.61,10.348099,10380959.0,3252240.0,15049742336.0,3.191941246648464,0.9721362229102168,0.9226006191950464,0.8947368421052632,0.7925696594427245,0.9213622291021673,0.9193202582819704,0.961791701858282
ALB,202.56,8.431026,1306544.0,3153775.0,23871131648.0,0.4142793953278214,0.896551724137931,0.8413793103448276,0.9241379310344828,0.8,0.873103448275862,0.873103448275862,0.936551724137931
AMAT,361.905,10.205848,6577467.0,7677637.0,287251759104.0,0.8567046084622131,0.9671052631578948,0.9276315789473684,0.993421052631579,0.7598684210526315,0.9378289473684212,0.9136819155446756,0.982128608391775
AMD,214.3944,9.051062,51167845.0,35335240.0,349550968832.0,1.448068415553425,0.96,0.9485714285714286,0.9742857142857144,0.4228571428571429,0.905142857142857,0.8943760643330179,0.9585905927906032
AMRZ,64.34,12.110119,5909735.0,4153326.0,35585298432.0,1.422892159199639,0.9702380952380952,0.9613095238095238,0.8511904761904762,0.5714285714285714,0.9034226190476192,0.9034226190476192,0.9517113095238096
ANET,148.46,9.872715,11501795.0,7835524.0,186953482240.0,1.467903741983306,0.9624664879356568,0.9168900804289544,0.9624664879356568,0.6300268096514745,0.9132707774798928,0.9132707774798928,0.9566353887399464
APGE,78.53,7.5753407,3485597.0,961793.0,5406606336.0,3.62406151843484,0.9201773835920176,0.975609756097561,0.9046563192904656,0.8713968957871396,0.9315964523281596,0.9315964523281596,0.9657982261640798
APP,478.35,8.990861,6413646.0,5662945.0,161660780544.0,1.13256371022498,0.9476190476190476,0.8595238095238096,0.9928571428571428,0.9,0.9210714285714284,0.903202343633378,0.9704277861254348
ARM,157.07,16.382631,29484555.0,5828967.0,166808125440.0,5.058281338700322,0.9933481152993348,0.9866962305986696,0.991130820399113,0.7583148558758315,0.9670731707317072,0.9670731707317072,0.9835365853658536
ASTS,104.5,12.743249,9227950.0,15876886.0,39719882752.0,0.581219138312135,0.9816176470588236,0.8566176470588235,0.9264705882352942,0.4338235294117647,0.8720588235294117,0.836186151576618,0.957479582809249
AU,120.65,5.601752,1921923.0,2791980.0,60914774016.0,0.6883727677132357,0.9285714285714286,0.7857142857142857,0.8928571428571429,0.9047619047619048,0.8690476190476191,0.8599114064230342,0.9398361083003712
AUGO,78.79,5.630788,542312.0,823886.0,6581683712.0,0.6582366977955688,0.9345238095238096,0.7678571428571429,0.8392857142857143,0.9583333333333334,0.8595238095238095,0.8394518272425249,0.9417173152035128
AVAV,297.435,17.912785,1551398.0,1408805.0,14851586048.0,1.101215569223562,0.9951690821256038,0.9516908212560388,0.9951690821256038,0.9178743961352656,0.972222222222222,0.96836917562724,0.9881005623926876
AXON,529.76,19.717068,855927.0,871511.0,42082684928.0,0.9821184127337464,0.986206896551724,0.986206896551724,1.0,0.9724137931034482,0.9875862068965516,0.8695264782958407,1.0616804717732131
AXTI,44.46,15.300823,12721093.0,7297096.0,2457489152.0,1.7433089820936989,0.9969788519637462,0.9093655589123868,0.9214501510574018,0.6435045317220544,0.9158610271903324,0.9158610271903324,0.957930513595166
AZN,204.76,5.87384,3202871.0,362680.0,317436035072.0,8.831121098489026,0.8968824940047961,0.988009592326139,0.9136690647482014,0.9448441247002398,0.9369304556354916,0.936422248206995,0.9687365837308872
BBIO,74.32,13.223645,6120877.0,2840896.0,14407887872.0,2.1545586322061774,0.9851632047477744,0.9317507418397626,0.9643916913946587,0.8338278931750742,0.9471810089020772,0.9471810089020772,0.9735905044510388
