,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
EXAS,101.36000061035156,65.74200019836425,10.207703443599785,31.37459689282792,,4,20.0,0.9055471317858028,6
EAT,150.22000122070312,124.90680023193359,2.7849601055268347,18.594222695488686,,5,24.0,0.876298927056049,6
KYIV,13.880000114440918,12.578600006103516,4.399875720525333,13.863827663925775,,4,20.0,0.8119317148080725,6
AS,37.26499938964844,32.862699851989746,2.656353605235961,11.396122802234144,,4,25.0,0.8201808639989572,6
MRK,104.52999877929688,87.71279998779296,-0.7576276044978014,9.73588080590061,,3,22.0,0.8269022901024301,6
LNW,86.22000122070312,82.0168000793457,0.9241760623211775,2.17085006466195,,4,25.0,0.8074969749756475,6
GOOGL,319.8800048828125,266.57700012207033,2.286926217190599,11.63129331258464,,6,24.0,0.7501564945331883,5
GOOG,320.32501220703125,267.17070037841796,2.23637650992327,11.49021318279307,,6,23.0,0.7562645366628223,5
ZIM,20.18000030517578,14.78319995880127,-0.765087450644214,7.886439707241266,,3,0.0,0.0,4
NBIS,93.47000122070312,110.1056007385254,-0.5736068763422449,1.1948452109982595,,5,25.0,0.777037294028085,4
BBY,81.927001953125,77.70494064331055,,0.0,,1,0.0,0.0,2
SYM,81.32679748535156,65.22113586425782,-1.9736875127226328,0.0,,2,0.0,0.0,2
URBN,76.79499816894531,67.36789962768555,,0.0,,1,0.0,0.0,2
WSC,19.950000762939453,20.514700088500977,6.802048337324806,0.0,,4,20.0,0.7622059564692403,1
SNEX,93.72000122070312,94.29240020751953,,0.0,,1,0.0,0.0,0
