,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
AAUC,21.110000610351562,17.325000019073485,9.890690351019682,0.0,,4,91.0,0.8814219402267823,4
BE,109.23999786376953,104.35600006103516,8.008699350407667,0.0,,4,89.0,0.7698802594471919,4
BMA,85.77999877929688,65.11620002746582,4.3425370813542585,0.0,,4,90.0,0.8093467298414894,4
CIFR,20.350000381469727,17.211599941253663,6.266322646702749,0.0,,3,88.0,0.7312797263463818,4
CRDO,177.60000610351562,152.4809997558594,8.286087465305814,0.0,,4,91.0,0.8211874785275016,4
PAAS,45.66999816894531,37.82099998474121,7.231739857531494,0.0,,4,91.0,0.8374572393495228,4
TSEM,108.11000061035156,82.05240020751953,4.494492139017225,0.0,,4,91.0,0.8549091051798058,4
AG,15.229999542236328,12.536600036621094,,0.0,,2,0.0,0.0,2
BKV,27.610000610351562,23.634999961853026,,0.0,,2,0.0,0.0,2
BLTE,137.44000244140625,95.82890029907226,,0.0,,2,0.0,0.0,2
BMNR,33.119998931884766,46.308599853515624,4.347823474221735,0.0,,4,88.0,0.7757087607599669,2
CAAP,25.350000381469727,20.250799942016602,,0.0,,2,0.0,0.0,2
CEPU,15.899999618530273,11.569799995422363,,0.0,,2,0.0,0.0,2
CLSK,15.100000381469727,15.844099941253662,12.267662420842363,0.0,,4,91.0,0.8329750244784634,2
CMBT,10.9399995803833,9.57980001449585,,0.0,,2,0.0,0.0,2
COHR,164.25999450683594,128.37360000610352,,0.0,,2,0.0,0.0,2
COIN,272.82000732421875,321.61940002441406,2.962601829396183,0.0,,4,89.0,0.7592157623506885,2
CVNA,374.5,345.68120178222654,,0.0,,2,0.0,0.0,2
ERO,25.3700008392334,21.3196000289917,,0.0,,2,0.0,0.0,2
EXK,9.930000305175781,7.977600030899048,,0.0,,2,0.0,0.0,2
IBRX,2.359999895095825,2.354000000953674,,0.0,,2,0.0,0.0,2
IE,14.3100004196167,13.368599967956543,,0.0,,2,0.0,0.0,2
INTC,40.560001373291016,36.50060009002686,,0.0,,2,0.0,0.0,2
KSPI,77.30999755859375,76.18989974975585,,0.0,,2,0.0,0.0,2
LITE,325.1600036621094,200.54720001220704,5.475543320894194,0.0,,4,0.0,0.0,2
MTSI,174.99000549316406,145.03020126342773,,0.0,,2,0.0,0.0,2
NGD,8.350000381469727,7.043600025177002,,0.0,,2,0.0,0.0,2
PRAX,196.4600067138672,132.87690048217775,,0.0,,2,0.0,0.0,2
SKE,20.829999923706055,17.8635998916626,,0.0,,2,0.0,0.0,2
SNDK,223.27999877929688,173.73540100097657,,0.0,,2,0.0,0.0,2
TEO,12.619999885559082,9.697999982833862,,0.0,,2,0.0,0.0,2
TMC,6.960000038146973,6.861299953460693,,0.0,,2,0.0,0.0,2
VRT,179.72999572753906,170.3881100463867,,0.0,,2,0.0,0.0,2
APLD,27.100000381469727,28.505500144958496,,0.0,,2,0.0,0.0,0
CDE,17.270000457763672,17.551399993896485,,0.0,,2,0.0,0.0,0
CHA,14.989999771118164,15.830599994659424,,0.0,,2,0.0,0.0,0
CRCL,79.93000030517578,117.04440048217774,10.035794296229316,0.0,,3,0.0,0.0,0
FLUT,208.80999755859375,237.1153991699219,,0.0,,2,0.0,0.0,0
FOUR,73.77999877929688,74.08280044555664,,0.0,,2,0.0,0.0,0
GME,22.530000686645508,23.25019989013672,,0.0,,2,0.0,0.0,0
PSTG,88.95999908447266,89.1029997253418,,0.0,,2,0.0,0.0,0
SEZL,61.75,70.62470001220703,,0.0,,2,0.0,0.0,0
SMR,20.0,35.21719993591309,,0.0,,2,0.0,0.0,0
STNE,16.850000381469727,17.817600021362306,,0.0,,2,0.0,0.0,0
UPST,44.959999084472656,47.84750015258789,,0.0,,2,0.0,0.0,0
WLK,66.80999755859375,71.43978675842285,,0.0,,2,0.0,0.0,0
