,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
EXAS,101.34500122070312,65.7417002105713,10.207703443599785,31.36009148218138,,4,20.0,0.9055471317858028,6
EAT,150.5399932861328,124.9132000732422,2.7849601055268347,18.67759304078686,,5,24.0,0.876298927056049,6
KYIV,13.920000076293945,12.579400005340576,4.399875720525333,14.191965180168165,,4,20.0,0.8119317148080725,6
AS,37.31999969482422,32.86379985809326,2.656353605235961,11.42489033267664,,4,25.0,0.8201808639989572,6
MRK,104.49500274658203,87.71210006713868,-0.7576276044978014,9.73588080590061,,3,22.0,0.8269022901024301,6
LNW,86.22000122070312,82.0168000793457,0.9241760623211775,2.17085006466195,,4,25.0,0.8074969749756475,6
GOOGL,320.8699951171875,266.5967999267578,2.286926217190599,11.732553043812608,,6,24.0,0.7501564945331883,5
GOOG,321.2300109863281,267.1888003540039,2.23637650992327,11.612516815779685,,6,23.0,0.7562645366628223,5
ZIM,20.258699417114258,14.784773941040038,-0.765087450644214,7.886439707241266,,3,0.0,0.0,4
NBIS,93.80000305175781,110.11220077514649,-0.5736068763422449,1.270226978320854,,5,25.0,0.777037294028085,4
BBY,81.81999969482422,77.70280059814453,,0.0,,1,0.0,0.0,2
SYM,81.44920349121094,65.223583984375,-1.9736875127226328,0.0,,2,0.0,0.0,2
URBN,76.79499816894531,67.36789962768555,,0.0,,1,0.0,0.0,2
WSC,19.950000762939453,20.514700088500977,6.802048337324806,0.0,,4,20.0,0.7622059564692403,1
SNEX,93.72000122070312,94.29240020751953,,0.0,,1,0.0,0.0,0
