ticker,price,ma50,appearances,avg_HotScore,rule_score
BE,207.1199951171875,261.82239990234376,1,0.9272607914871408,1
CORT,118.31999969482422,82.61560028076173,1,0.9518169857155796,4
EME,802.3699951171875,803.4999133300781,1,0.9385952693639724,2
HII,319.8999938964844,292.06658935546875,1,0.8900301710938882,3
MKTX,162.75999450683594,120.81439987182615,1,0.974940734966208,4
MSFT,451.1000061035156,398.4227557373047,1,0.9048688627022224,3
NBIS,188.42999267578125,223.8379998779297,1,0.9146684996614352,1
PWR,657.97998046875,681.9605212402344,1,0.9220494137651438,1
SIMO,255.1000061035156,286.83419921875,1,0.9291794248493708,2
SNDK,1279.9599609375,1712.5847973632813,1,0.9337781909204222,2
