ticker,price,ma50,appearances,avg_HotScore,rule_score
CGNX,58.790000915527344,39.467399749755856,1,0.9606249999999998,4
CROX,96.87999725341795,87.01079986572266,1,0.95,3
EQIX,956.1900024414062,790.2074011230469,1,0.9753125,4
HUBS,243.8500061035156,338.4165991210937,1,0.9232771598273104,1
ICLR,93.0,176.1481997680664,1,0.9558976880177644,2
IPGP,153.91000366210938,86.81059982299804,1,0.984375,4
MGA,68.7300033569336,53.94720008850098,1,0.9523317934564398,3
SPHR,115.6999969482422,93.55160018920898,1,0.9421875,3
TPH,46.369998931884766,33.959600105285645,1,0.9631110418101768,4
ZBRA,264.6199951171875,252.71360076904296,1,0.9340625,3
