ticker,price,ma50,appearances,avg_HotScore,rule_score
AGIO,44.0099983215332,30.422800025939942,1,0.9485727995048384,4
ALMS,29.270000457763672,23.43989997863769,1,0.8783179516631371,3
ANDG,40.5099983215332,36.72619987487793,1,0.9041844206783678,3
BAND,67.55999755859375,54.400699882507325,1,0.9058145735629408,4
CRNX,83.52999877929688,37.74479988098145,1,0.98618890738755,4
NET,268.8299865722656,227.5281997680664,1,0.9125997397286172,4
PTGX,140.85000610351562,106.98539993286133,1,0.913579006373634,4
RAPP,39.720001220703125,37.36380027770996,1,0.8877049180327867,3
VERA,42.959999084472656,36.25430004119873,1,0.9021328097991196,3
VKTX,42.130001068115234,32.1428999710083,1,0.8809425512485903,3
