ticker,price,ma50,appearances,avg_HotScore,rule_score
ARM,412.5499877929688,248.26889984130855,1,0.8677269256871394,3
DASH,168.08999633789062,163.6089001464844,1,0.8745345549146024,3
DAVE,308.75,250.12559997558597,1,0.9142611129962674,4
ENTG,162.88999938964844,140.08755645751953,1,0.8821439882366249,3
MRVL,308.8800048828125,187.02846450805663,1,0.8857902103834407,3
OMAB,109.0,104.76374130249025,1,0.8865033650039589,4
SEZL,146.1199951171875,96.17760032653808,1,0.8875607962900125,4
TLN,386.2099914550781,359.29319946289064,1,0.8718716774120574,3
VECO,83.04000091552734,54.41200019836426,1,0.8895608528447008,4
WDC,653.530029296875,456.19203063964846,1,0.8878147268408552,4
