ticker,price,ma50,appearances,avg_HotScore,rule_score
AZZ,146.58999633789062,130.75300018310546,1,0.8997632301955507,4
CACI,526.489990234375,577.1940026855468,1,0.8838727885113628,1
HRI,121.45999908447266,119.6241015625,1,0.9321335397023433,4
MOH,174.6999969482422,144.58700134277345,1,0.8886362503889768,3
NEU,683.0399780273438,625.9750866699219,1,0.8746823105583931,3
ON,97.77999877929688,67.17959983825683,1,0.882217483541613,3
TXN,282.2300109863281,208.63800048828125,1,0.955585999410711,4
URI,986.780029296875,796.255,1,0.9611352439211688,4
VC,109.4000015258789,93.70758651733398,1,0.8900835944818821,3
WST,309.70001220703125,251.64840087890624,1,0.9552689642032484,4
