ticker,price,ma50,appearances,avg_HotScore,rule_score
A,135.3800048828125,115.33283660888672,1,0.9413491976067344,3
AVAV,214.38999938964844,185.62420013427732,1,0.9562659435078036,4
CHRN,18.290000915527344,12.224899959564208,1,0.9263160640986988,3
DLTR,113.0,100.26120010375976,1,0.943719127571253,4
FSLR,303.3800048828125,210.6694012451172,1,0.9389765137635956,3
HEI,345.07000732421875,284.7041998291016,1,0.9285800422068132,3
ICLR,136.8000030517578,112.15759963989258,1,0.9539376116045546,4
MDB,325.67999267578125,271.0766000366211,1,0.9512266355140186,4
SNOW,239.1999969482422,154.33260070800782,1,0.97249078175367,4
UHAL,59.04999923706055,50.00099960327148,1,0.92649666055982,3
