ticker,price,ma50,appearances,avg_HotScore,rule_score
CECO,87.77999877929688,62.134000091552736,1,0.9122834909988344,3
CYTK,77.08999633789062,63.88420028686524,1,0.9430098195071372,4
DOCN,152.77000427246094,80.984599609375,1,0.9542338070606636,4
ECG,168.32000732421875,124.9168000793457,1,0.9518892556489136,4
EWTX,38.0099983215332,31.257600021362304,1,0.9245917961916524,4
POWL,294.69000244140625,205.44693298339843,1,0.9204308623341064,3
PRIM,202.9199981689453,153.7479104614258,1,0.923939868720326,3
ROK,435.9299926757813,385.4749993896484,1,0.9137404517807514,3
STRL,806.0,447.8269982910156,1,0.993900555185068,4
WAT,342.75,309.3030017089844,1,0.91679090825463,3
