ticker,price,ma50,appearances,avg_HotScore,rule_score
CRUS,122.20999908447266,125.6365998840332,1,0.8917646208690625,1
FPS,31.36000061035156,35.922600173950194,1,0.8996852619070559,1
ILMN,222.2899932861328,201.25359924316408,1,0.9182540064874588,3
PBF,74.72000122070312,67.2468302154541,1,0.9196077014484376,4
QLYS,185.3699951171875,166.91979949951173,1,0.9036845232360212,3
QRVO,118.05999755859376,94.57560012817385,1,0.9289430580980826,4
RVTY,140.19000244140625,118.18221969604492,1,0.9491192150817356,4
SWKS,90.0,66.86960029602051,1,0.9355204419179752,4
TLX,12.829999923706056,11.24230001449585,1,0.895449144105084,3
VAL,88.2300033569336,81.9886003112793,1,0.9267479204804572,4
