ticker,price,ma50,appearances,avg_HotScore,rule_score
ARM,408.8500061035156,204.01770141601563,1,0.940235294117647,4
DDOG,277.489990234375,156.04920028686524,1,0.9174117647058824,3
DELL,465.9599914550781,221.8105990600586,1,0.9218823529411764,3
HUBS,262.20001220703125,221.5850006103516,1,0.9383529411764704,4
MDB,403.8800048828125,275.0916000366211,1,0.9791764705882352,4
MNDY,95.47000122070312,71.13619987487793,1,0.9175294117647058,3
OKTA,139.7899932861328,80.69769973754883,1,0.9191764705882352,3
TMHC,71.55000305175781,59.41660003662109,1,0.9589411764705884,4
TWLO,227.5399932861328,158.33919952392577,1,0.965764705882353,4
ZS,155.7100067138672,143.58699966430663,1,0.9175294117647058,3
