ticker,price,ma50,appearances,avg_HotScore,rule_score
ANDG,43.459999084472656,36.98679992675781,1,0.8900561797752808,3
BBIO,90.16999816894533,69.35670021057129,1,0.9442241766037576,4
IMOS,74.37000274658203,57.95683212280274,1,0.878503124576174,3
LASR,74.70999908447266,70.242900390625,1,0.9584523176113424,4
LITE,785.77001953125,887.3052001953125,1,0.8861125890686781,1
ONTO,317.0199890136719,293.4536001586914,1,0.9415089772881392,4
PENG,81.38999938964844,55.85600025177002,1,0.8962395543175488,4
QGEN,41.9900016784668,35.919798049926754,1,0.8819237791201111,3
SAH,95.30999755859376,80.88518188476563,1,0.893652885147048,4
SNDK,1858.27001953125,1669.9723974609376,1,0.8762628191084264,3
