ticker,price,ma50,appearances,avg_HotScore,rule_score
AEM,207.72000122070312,158.69380004882814,1,0.9292171944213576,3
AMR,194.4199981689453,163.9151998901367,1,0.9467287759448088,4
BNTX,113.12000274658205,91.93190017700196,1,0.9757728234510424,4
COIN,160.1999969482422,157.51819885253906,1,0.9057356036277696,3
EL,98.01000213623048,84.51319946289063,1,0.9493857493857494,4
MRK,152.1999969482422,126.67007125854492,1,0.9233536111621592,3
MRNA,174.3800048828125,63.90890007019043,1,0.9649388710086892,4
TEM,61.25,51.83959983825684,1,0.923224180695162,3
TWST,142.38999938964844,95.71319961547852,1,0.956058925188086,4
WPM,147.42999267578125,117.42980056762696,1,0.9354324729821736,3
