ticker,price,ma50,appearances,avg_HotScore,rule_score
AEHR,86.26000213623047,90.8231997680664,1,0.92902665317139,2
AGCO,133.39999389648438,111.80762405395508,1,0.9067878430049484,3
ALAB,310.3999938964844,330.4476986694336,1,0.9281623931623932,2
BLTE,193.6100006103516,158.22149993896485,1,0.9799567026540712,4
CBRS,210.0500030517578,203.01019989013676,1,0.9505932298695456,4
DOO,67.31999969482422,62.25935653686523,1,0.8795830521817364,3
FIVE,252.1999969482422,218.17,1,0.8891399572649573,3
GPI,300.760009765625,289.2737799072266,1,0.9042622582096266,3
SNDK,1740.0,1550.2505908203125,1,0.9279880791722896,4
VAC,106.62000274658205,105.13900024414062,1,0.8908957489878542,3
