ticker,price,ma50,appearances,avg_HotScore,rule_score
AMAT,552.6400146484375,422.5947503662109,1,0.8995337831117594,3
ASML,1899.47998046875,1525.9516943359374,1,0.8950568577396147,3
ATRO,94.8000030517578,78.06579986572265,1,0.9210122224800804,4
BMA,97.9000015258789,78.07118942260742,1,0.9292076937528316,4
CRDO,264.760009765625,182.25370056152343,1,0.8989208633093525,3
ESLT,913.2000122070312,844.4337072753906,1,0.9263791731591684,4
IDCC,276.6600036621094,300.6151602172852,1,0.9095651128866492,1
KLAC,2411.639892578125,1727.5746090698242,1,0.92878885831427,4
NVMI,559.6199951171875,505.5481964111328,1,0.91647465437788,4
VOYG,47.869998931884766,34.61439987182617,1,0.9068605023815048,3
