ticker,price,ma50,appearances,avg_HotScore,rule_score
AAOI,45.22999954223633,31.818500022888184,10,0.0,2
ALGM,34.54999923706055,28.376900024414063,7,0.0,2
ALKT,22.40999984741211,21.768599967956543,4,0.0,2
ALM,12.109999656677246,8.228400039672852,12,0.0,4
APLS,23.06999969482422,22.92650005340576,5,0.0,2
ARW,128.41000366210938,112.59600036621094,1,0.0,2
ASTS,121.2300033569336,79.53079978942871,28,0.7709710055223554,6
AUGO,72.2699966430664,49.45580009460449,18,0.0,4
AVT,59.959999084472656,49.034047317504886,1,0.0,2
BE,165.38999938964844,111.13260025024414,22,0.7894029375555324,6
CCJ,134.08999633789062,97.78808990478517,7,0.0,4
CLS,345.2300109863281,310.4172009277344,9,0.0,2
CRWV,106.0199966430664,81.80600051879883,30,0.7320179661148405,6
EDU,58.95000076293945,54.74779983520508,5,0.0,4
ELV,341.8500061035156,348.03257080078123,3,0.0,0
FFIV,292.29998779296875,255.4066012573242,5,0.0,2
FIGR,67.91500091552734,46.97550025939941,14,0.0,2
GFI,61.5099983215332,45.38879989624024,7,0.0,4
HMY,26.040000915527344,20.360999984741213,5,0.0,4
INTC,48.77999877929688,40.5118000793457,24,0.0,4
LEU,337.760009765625,272.0138000488281,15,0.0,2
LFUS,314.25,265.18182495117185,2,0.0,2
LITE,385.0,336.846598815918,22,0.7962773717396933,6
LRN,82.75,66.47959983825683,3,0.0,4
LUNR,22.809999465942383,14.491700019836426,9,0.0,4
MCHP,80.27999877929688,65.35215515136719,5,0.0,4
MSCI,614.8699951171875,569.99099609375,1,0.0,2
MSTR,158.4499969482422,170.65880096435546,26,0.7324699569735276,2
MU,435.2799987792969,287.9401235961914,28,0.7996933328139464,6
NXE,13.920000076293944,9.847000017166138,4,0.0,4
NXT,119.97000122070312,92.49690002441406,4,0.0,2
OKLO,94.38999938964844,90.5175993347168,10,0.0,2
PFS,22.21999931335449,20.029400062561034,1,0.0,2
PHYS,40.79999923706055,33.71159992218018,6,0.0,4
PLXS,180.8500061035156,156.00679992675782,6,0.0,2
PPG,113.95999908447266,103.67620025634766,1,0.0,2
PSLV,36.36000061035156,23.597199974060057,15,0.0,4
RGC,32.290000915527344,22.34120002746582,28,0.8513266637518407,6
RKLB,88.56999969482422,66.01410049438476,27,0.758954328941358,6
RMBS,124.44000244140624,98.95119995117189,9,0.0,4
SANM,152.64999389648438,158.68620025634766,5,0.0,2
SII,140.5800018310547,101.3081999206543,6,0.0,4
SKE,34.90999984741211,24.10619995117188,15,0.0,4
SNDK,527.6300048828125,292.37919952392576,26,0.8243862698918515,6
STX,442.9299926757813,294.21942321777345,9,0.0,4
TRMD,24.530000686645508,21.380014305114745,5,0.0,4
TSEM,138.92999267578125,117.21399993896485,14,0.0,4
TXN,216.1699981689453,179.0344009399414,4,0.0,4
UNH,294.0199890136719,330.0523455810547,5,0.0,0
UUUU,27.71999931335449,17.076399993896484,8,0.0,4
VERA,45.11000061035156,43.84209980010986,16,0.8238586891884206,6
WDC,279.70001220703125,186.494453125,11,0.0,4
WIX,93.04000091552734,98.85500015258788,7,0.0,2
WPM,156.3000030517578,119.72419982910156,5,0.0,4
