ticker,price,ma50,appearances,avg_HotScore,rule_score
ARM,121.3936996459961,118.55807373046876,2,0.8742986113460715,4
CLS,309.0,308.93260009765623,2,0.8383081545237047,3
EHC,112.36000061035156,105.02512344360352,2,0.0,2
ENSG,197.9600067138672,177.90128814697266,1,0.9321506300497966,4
FORM,91.33000183105467,64.83979988098145,2,0.9202480355703818,4
IDCC,364.6600036621094,333.17548828125,2,0.8619094456844502,3
ITT,204.25,180.53535858154297,1,0.9201587863137928,4
LBTYB,21.25,11.220200023651124,2,0.0,2
MCK,943.7575073242188,831.825751953125,1,0.9562556864395346,4
NVST,28.049999237060547,22.6585998916626,2,0.0,2
PAHC,55.40779876708984,40.40975601196289,2,0.0,2
RRX,204.322494506836,152.81048797607423,1,0.9677514083813578,4
SITM,404.3150024414063,354.82509765625,1,0.9718597027184795,4
TSEM,136.57000732421875,122.38439987182618,2,0.8659756210575549,3
