ticker,price,ma50,appearances,avg_HotScore,rule_score
ALMR,34.849998474121094,29.298999900817872,1,0.9147190824468086,4
ARXS,52.02000045776367,50.787200088500974,1,0.8382812499999999,3
BRVE,29.200000762939453,0.0,1,0.8446874999999998,3
COIN,194.25,166.6611996459961,1,0.914092420212766,4
COO,55.290000915527344,69.94560005187988,1,0.8308510638297872,1
HALO,112.4499969482422,95.9952000427246,1,0.8353191489361702,3
IMOS,61.29999923706055,56.991399917602536,1,0.8788663563829786,4
INSP,76.77999877929688,59.26900016784668,1,0.8402559840425532,3
MSTR,153.9199981689453,110.8152001953125,1,0.8894032579787234,4
PS,49.83000183105469,37.97836036682129,1,0.9539461436170212,4
