ticker,price,ma50,appearances,avg_HotScore,rule_score
AAOI,175.1300048828125,161.81960037231443,1,0.8948020820667271,4
BKH,71.94000244140625,73.10748825073242,1,0.8927906335057477,1
CASY,915.5999755859376,796.4735900878907,1,0.993284259163993,4
MUSA,612.1599731445312,537.3539392089843,1,0.9127400316144902,4
NWE,69.72000122070312,70.75560028076171,1,0.8713959013403421,1
PLBL,6.079999923706055,7.16269998550415,1,0.8784441555283267,1
RNR,295.75,298.9777996826172,1,0.9115409257994818,2
TGTX,46.619998931884766,37.70780006408691,1,0.919077895110978,4
UNFI,50.59000015258789,49.402800216674805,1,0.8734267582052697,3
WDFC,222.47999572753903,208.70596862792968,1,0.8735649546827795,3
