,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
IMOS,72.52999877929688,56.450781173706055,0.9620279659976192,0.9627785508142652,0.964190065677252,0.9684544914161693,0.9967043865552778,0.9682480887141035,0.8872457525585938,1.771340112110546,13.710307333333333,72.69500000000001,1,0.9620279659976192,4
LMND,78.69999694824219,58.12279983520508,0.9193083322540153,0.9233647701504843,0.9266513794265752,0.7868081020068088,0.977824360936096,0.9316854201888107,0.8614954932980857,1.445782354307094,9.491536666666667,78.30833333333334,1,0.9193083322540153,4
AAMI,79.1500015258789,72.10129333496094,0.9169308251235688,0.9169308251235688,0.9187629592555896,0.9002159605100781,0.9615382646662878,0.9149578362813657,0.8506779687044117,1.5444865832758874,8.291152499999999,79.15,1,0.9169308251235688,4
NBTX,41.099998474121094,38.9268000793457,0.9126978474614651,0.9102542822998272,0.9203753351206434,0.9604807797994992,0.9497246108578784,0.9872155311439337,0.6936035989044056,3.0893726119802363,7.6301163333333335,41.32996666666667,1,0.9126978474614651,4
GFL,40.4900016784668,36.7355997467041,0.8762267690928489,0.8808446712018141,0.882286038221505,0.5798186056702064,0.956429107334333,0.9789696609441129,0.7042766981418614,2.2319944783706505,8.108795,40.52,1,0.8762267690928489,4
CHRN,18.25,17.216499977111816,0.8595172239374266,0.8565215059804092,0.8672922252010724,0.8126491983020921,0.9879902080221444,0.8996035991028895,0.5879723580672769,1.2778796936111487,11.036994333333334,18.31,1,0.8595172239374266,3
RMD,218.39999389648438,201.45433013916016,0.8543196385037307,0.8533423388455921,0.8575067024128687,0.883916901843885,0.7028242748243129,0.9734047558917452,0.8962389378436092,1.90681517732138,4.339389166666667,218.7266666666667,1,0.8543196385037307,3
BELFB,277.45001220703125,282.17180236816404,0.8682946080668769,0.8371857859309725,0.9328418230563,0.9819931080852072,0.7426989432750783,0.9224063877036595,0.9365421570789899,1.3785382577310077,5.001751133333333,280.2916666666667,1,0.8682946080668769,1
LEU,174.22999572753906,184.22000030517577,0.8611221811629789,0.8539158657038088,0.8832439678284181,0.906047298650989,0.9447549569018644,0.7237262382783594,0.9327451649240088,0.8754960295548949,7.492953,174.27833333333334,1,0.8611221811629789,1
STEP,43.95000076293945,47.96771820068359,0.8512955390983458,0.8738273036487322,0.8771102519841067,0.7349263626033852,0.9237519796389936,0.9098872123513347,0.6801459282069618,1.4600816927941587,6.811733666666666,43.93166666666667,1,0.8512955390983458,1
