,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
BLTE,186.27999877929688,158.07489990234376,0.9696356275303644,0.9696356275303644,0.9696356275303644,0.9919028340080972,0.979757085020243,0.979757085020243,0.9230769230769232,2.303083765988766,9.082944,186.63,1,0.9696356275303644,4
CBRS,210.42999267578125,203.01779968261718,0.9497975708502024,0.9497975708502024,0.9497975708502024,0.7489878542510121,0.9919028340080972,0.9595141700404858,0.9595141700404858,1.604745059277527,10.874811,211.15,1,0.9497975708502024,4
SNDK,1716.5,1549.7805908203125,0.9331983805668016,0.9331983805668016,0.9331983805668016,0.8987854251012146,0.9878542510121456,0.8502024291497976,1.0,0.8814139933919429,10.583353,1719.56,1,0.9331983805668016,4
AGCO,133.69500732421875,111.81352432250976,0.9012145748987854,0.9012145748987854,0.9012145748987854,0.9068825910931174,0.9352226720647774,0.9109311740890688,0.8218623481781376,1.129016070307458,6.390082,133.86,1,0.9012145748987854,3
FIVE,253.91000366210938,218.20420013427736,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.931174089068826,0.8947368421052632,0.8704453441295547,0.9068825910931174,0.9535414263695658,5.7926292,253.86,1,0.8923076923076924,3
DOO,67.58499908447266,62.2646565246582,0.8809716599190283,0.8809716599190283,0.8809716599190283,0.9595141700404858,0.8744939271255061,0.9635627530364372,0.708502024291498,1.776746975652085,5.629084,67.835,1,0.8809716599190283,3
VAC,106.55999755859375,105.13780014038086,0.8742914979757084,0.8742914979757084,0.8742914979757084,0.9433198380566802,0.9676113360323888,0.7935222672064778,0.8178137651821862,0.7626295077525029,7.8772326,107.025,1,0.8742914979757084,3
ALAB,312.614990234375,330.4919985961914,0.9307692307692308,0.9307692307692308,0.9307692307692308,0.8582995951417004,0.9959514170040484,0.8582995951417004,0.979757085020243,0.898953912445327,11.007003,313.95,1,0.9307692307692308,2
AEHR,84.58000183105469,90.78959976196289,0.9238866396761132,0.9238866396761132,0.9238866396761132,0.7611336032388664,1.0,0.9433198380566802,0.8380566801619433,1.3908090956666872,11.105286,84.74,1,0.9238866396761132,2
UCTT,72.36000061035156,89.51859985351562,0.8708502024291496,0.8708502024291496,0.8708502024291496,0.8340080971659919,0.9757085020242916,0.8299595141700404,0.7773279352226721,0.8442660613452121,9.039045,72.61,1,0.8708502024291496,1
