,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
TWLO,183.33999633789062,129.73779998779298,0.9681349962138386,0.9671779141104296,0.9739782016348774,0.8665416547963369,0.9923560737472418,0.9595793878922162,0.9915170958019722,2.1059924738219893,21.8080596,180.349,1,0.9681349962138386,4
TEAM,88.87999725341797,71.37900024414063,0.95091422351957,0.9535276073619632,0.9561307901907355,0.6458014458102281,0.99921875,0.9812187097808485,0.965904840076251,2.7477972587909827,27.2170798,87.2585,1,0.95091422351957,4
RDDT,166.47999572753906,144.75819946289062,0.9499089029958346,0.9491909385113269,0.9549046321525884,0.790770663293302,0.9799917159158177,0.9525295412962256,0.9722469832114469,1.9333615253989447,13.609992,167.26798,1,0.9499089029958346,4
NVT,158.9199981689453,123.66300552368165,0.9312489685141001,0.9312297734627832,0.9379032258064516,0.8568665422793051,0.9669159226211705,0.9017256597048352,0.9576888023603376,1.4761839978817235,11.5337162,159.38299999999998,1,0.9312489685141001,4
CBOE,326.9599914550781,294.0659051513672,0.9138099274313294,0.9138671875,0.9244623655913978,0.9614808791669027,0.9320797232828596,0.841624590488346,0.9843266484735865,1.1755294296065757,8.697726800000002,326.191,1,0.9138099274313294,3
MXL,77.18000030517578,24.80099983215332,0.9120590536123038,0.908282208588957,0.9361035422343325,0.7832607378496054,0.9433521054298467,0.9619595546105992,0.8343694940659357,2.162953292662231,9.1741616,77.24072,1,0.9120590536123038,3
BTSG,52.58000183105469,43.6878002166748,0.9110206504317011,0.9091796875,0.9215258855585832,0.7272310621002334,0.9600754274057355,0.9787751215700888,0.7984992604006967,2.6933754779076025,10.376508099999999,52.947,1,0.9110206504317011,3
STX,726.9299926757812,459.8618231201172,0.9093032414157248,0.9056634304207118,0.9271505376344086,0.9413567288523025,0.8696998266376026,0.890014497203081,0.9963377759312765,1.360873635073216,6.66852686,718.564,1,0.9093032414157248,3
VEEV,171.60000610351562,174.6295999145508,0.9557909095624118,0.955674846625767,0.959400544959128,0.872387200517039,0.9628836137503842,0.9707202369983268,0.958954208743295,2.367269951317526,10.9357422,173.029,1,0.9557909095624118,2
OLED,96.38999938964844,96.77282379150391,0.928802097894889,0.9365030674846626,0.9559945504087192,0.9048865185222436,0.9292327451081555,0.9739993180146392,0.8609111197484325,2.666741212315781,9.05340738,94.976,1,0.928802097894889,1
