,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
INOD,103.83000183105469,44.767199935913084,0.9717096560846561,0.9717096560846561,0.9729166666666668,0.8685224089635855,0.9885815437286025,0.9986772486772486,0.9465841892312481,7.802886747463702,21.705956,103.2675,1,0.9717096560846561,4
VICR,312.9599914550781,205.7406005859375,0.955151921879863,0.955151921879863,0.9584656084656084,0.9553571428571429,0.9860333022097727,0.9036531279178339,0.9911297852474323,1.7522337937739456,21.498614500000002,311.60749999999996,1,0.955151921879863,4
LQDA,53.130001068115234,37.8120002746582,0.9487443588546529,0.9487443588546529,0.9533088235294118,0.7781084656084656,0.9935807656395892,0.9897097727980081,0.8839091192032369,3.960752955422646,23.543145,52.365,1,0.9487443588546529,4
NBTX,53.54999923706055,33.57440021514893,0.9476151571739806,0.9476151571739806,0.9534313725490196,0.9782913165266107,0.9768713040771864,0.9695183629007158,0.8427482103952693,2.48754305563664,16.564075000000003,53.025,1,0.9476151571739806,4
P,87.33999633789062,65.93060005187988,0.9325396825396826,0.9325396825396826,0.9325396825396826,0.7354497354497355,0.9603174603174603,0.9814814814814816,0.8968253968253969,2.7467864101290664,13.165292,88.45,1,0.9325396825396826,4
BLLN,105.94000244140625,78.98720016479493,0.9204413709928415,0.9204413709928415,0.949877450980392,0.9438414254590726,0.9232220666044195,0.933162153750389,0.8816137566137565,2.0737335066936335,11.1903015,103.3625,1,0.9204413709928415,3
LITE,1053.0899658203125,795.2489990234375,0.9199239417989418,0.9199239417989418,0.9335978835978836,0.9194872393401805,0.9782913165266107,0.8159235916588858,1.0,1.321589758489138,16.631616,1053.685,1,0.9199239417989418,3
CRCL,131.61099243164062,105.79101959228515,0.9137673124805477,0.9137673124805477,0.916137566137566,0.5403828197945846,0.9718720821661998,0.9457477435418612,0.9428104575163399,2.1426789179524883,15.488255500000001,131.2755,1,0.9137673124805477,3
QCOM,237.52999877929688,143.54118225097656,0.9069249922191098,0.9069249922191098,0.9088235294117646,0.6370214752567693,0.9017468098350451,0.9657446311858078,0.9480042016806722,2.373956073189822,8.658543,238.06,1,0.9069249922191098,3
PRIM,114.4000015258789,150.1667463684082,0.9088235294117647,0.9088235294117647,0.9259803921568628,0.8965530656707128,0.9116479925303456,0.9250311235605353,0.8816526610644257,1.9831741455435332,9.0672695,114.30250000000001,1,0.9088235294117647,1
