,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
TRV,368.9800109863281,312.5750158691406,0.9692982573857302,0.9703116302084407,0.9705787781350482,0.9764386887199277,0.9725375777337011,0.9586145371860519,0.9787557414591193,1.842681105390364,8.361328499999999,366.06624999999997,1,0.9692982573857302,4
SION,49.40999984741211,40.91000007629395,0.9404634256684322,0.9400861412888373,0.9452702702702702,0.9359164816941885,0.9853216657796088,0.9488223463628107,0.8496068662458327,1.7248799406819737,9.89456575,49.771249999999995,1,0.9404634256684322,4
ORKA,92.69999694824219,72.11919937133788,0.9275616370315956,0.928177775846586,0.93594674556213,0.8608522411037146,0.9837649087376107,0.8964937125058805,0.9169294774300114,1.1806303814111188,9.65799425,91.06,1,0.9275616370315956,4
KRYS,354.8599853515625,328.75569885253907,0.9047337278106508,0.9047337278106508,0.9047337278106508,0.9940828402366864,0.8106508875739645,0.940828402366864,0.9615384615384616,2.084448804231753,3.8239784,354.86,1,0.9047337278106508,4
TRVI,19.06999969482422,15.72170000076294,0.8974822663563515,0.899084188718335,0.9024115755627008,0.6626676564419004,0.9924418058538761,0.9905039968556857,0.6859223488190749,3.185749785914684,10.303851625,19.14875,1,0.8974822663563515,3
MANE,111.31999969482422,106.73460021972656,0.8970573523000783,0.9001714693787863,0.9205787781350484,0.9642730559581727,0.9600173955631748,0.8011804867142005,0.9210539395358988,0.9537325983436703,7.893553125,114.18375,1,0.8970573523000783,3
CNS,84.6500015258789,74.66931442260743,0.8720414201183432,0.8720414201183432,0.8720414201183432,0.9792899408284024,0.8668639053254438,0.8698224852071006,0.8313609467455622,1.4960794813114553,4.41594,84.65,1,0.8720414201183432,3
CLMT,42.83000183105469,35.13860012054443,0.8615384615384614,0.8615384615384614,0.8615384615384614,0.8402366863905325,0.8609467455621301,0.9733727810650888,0.6775147928994083,2.8866589999775765,4.2599807,42.83,1,0.8615384615384614,3
DNTH,105.5999984741211,88.95219970703126,0.8528460394378905,0.8596472535626629,0.8731707317073171,0.9272552332802511,0.9739241530662113,0.6707390926977023,0.9224419004624781,0.7872077136831815,8.81358325,103.75375,1,0.8528460394378905,3
STX,787.6599731445312,879.2761877441407,0.931273129286558,0.9352929200255654,0.9466237942122186,0.9693572692063006,0.9165034510761543,0.9010018074608785,0.9910528093898328,1.2111381934096221,5.6580052,787.6624999999999,1,0.931273129286558,2
