,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
SNDK,574.9849853515625,304.264098815918,2.7141285000034525,13.083156604792238,73.37841341461132,28,305.0,0.825960595941557,6
RGC,24.700000762939453,22.882500038146972,2.736518824704865,11.228714124588066,72.93082450021792,28,329.0,0.8513266637518407,6
MU,416.6700134277344,295.21767150878907,2.0032749181887,8.308315441765496,41.11084410469201,30,324.0,0.7959456688303168,6
RKLB,80.37999725341797,67.55830039978028,0.8822336836378952,8.246553269450184,37.94106408698166,28,366.0,0.7579930954118539,6
BE,152.36500549316406,112.93010025024414,1.5146931552828924,7.904876618747124,10.022235457381464,22,270.0,0.7894029375555324,6
ASTS,111.51000213623047,81.84279975891113,1.0748339648660201,7.306861849786442,40.60431324675469,29,386.0,0.7700172400142291,6
LITE,391.7250061035156,342.8254989624023,0.30765462220857404,3.063195256460986,7.47527537018066,23,294.0,0.7980514004024668,6
CRWV,93.08999633789062,82.60460037231445,0.5169912032214422,1.2411963479705712,14.491053694658275,30,254.0,0.7320179661148405,6
SKM,28.204999923706055,21.213899879455568,3.5106810213630606,18.291629487905702,,4,0.0,0.0,4
DECK,118.80000305175781,99.02640014648438,1.6076516758041726,9.918838736480307,13.552718201961023,3,0.0,0.0,4
VERA,43.209999084472656,44.45009979248047,0.44676304603347494,7.578142674295977,12.17252398700518,16,248.0,0.8238586891884206,4
USAR,22.415000915527344,16.49540012359619,3.8496051583331714,6.144823569425804,37.89395933443233,11,0.0,0.0,4
CL,90.08499908447266,80.21204452514648,1.0132508166214915,2.559093002213486,5.053261131210474,2,0.0,0.0,4
CVX,176.74000549316406,156.1416000366211,-1.1432824737034366,2.1077023108831043,13.226578304674197,4,0.0,0.0,4
CACC,499.2699890136719,456.4519989013672,6.405181842032382,1.5593473026976223,,3,0.0,0.0,4
SM,19.55500030517578,18.80904468536377,-0.3633552830585159,0.7248187955143001,-3.35228126351127,4,0.0,0.0,4
APD,272.8800048828125,253.3243930053711,,0.0,,1,0.0,0.0,2
ARCB,90.19999694824219,77.67040046691895,,0.0,,1,0.0,0.0,2
ASGN,52.02000045776367,47.75520004272461,,0.0,,1,0.0,0.0,2
BEN,26.514999389648438,23.88723487854004,,0.0,,1,0.0,0.0,2
BEP,29.90999984741211,27.946600036621092,,0.0,,1,0.0,0.0,2
BEPC,41.58000183105469,39.48751800537109,,0.0,,1,0.0,0.0,2
LBRDK,48.20000076293945,46.89779998779297,,0.0,,1,0.0,0.0,2
RHI,34.5099983215332,27.663535804748534,,0.0,,1,0.0,0.0,2
TCGL,185.00010681152344,11.386002140045166,114.21966825385637,0.0,,2,0.0,0.0,2
MOG-A,304.05499267578125,252.81044952392577,-0.4935518910476666,-0.1530647256507367,12.16764963557505,3,0.0,0.0,2
GME,23.704999923706055,21.823500061035155,0.8947861880419817,-0.6291529962456615,-6.974601598139209,8,0.0,0.0,2
MSTR,149.85499572753906,168.61630096435547,0.012227919720058015,-1.1743174998606027,-3.9828459065304105,27,278.0,0.7320169723064408,2
CHD,96.22000122070312,86.25259994506835,-1.6759096214763791,-1.225147480029054,4.727235466915514,2,0.0,0.0,2
VZ,44.56999969482422,39.88861763000488,-0.36784647429062844,-1.504797588483625,4.198246502044,3,0.0,0.0,2
CHTR,206.86000061035156,201.8367999267578,3.6903552770514825,-1.7019033889479007,-1.265880741352965,3,0.0,0.0,2
T,26.274999618530273,24.369685935974122,2.2826509015557384,-1.7359680956625323,-1.6867320451821821,3,0.0,0.0,2
LBRDA,48.064998626708984,46.73690002441406,-0.6892360429102018,-1.8041823866007278,-0.851412868543977,2,0.0,0.0,2
SYK,368.8500061035156,359.12266723632814,0.37118515712484257,-2.8849059476582672,,2,0.0,0.0,2
MOD,186.8350067138672,143.8840998840332,-0.8858550407331925,-3.287242370174766,-10.160995070358352,9,0.0,0.0,2
IP,40.279998779296875,39.9173999786377,1.5689129994282958,-6.4591136962341755,,3,0.0,0.0,2
AAOI,43.61249923706055,32.62025001525879,-1.5314100276923603,-10.595524706341353,-5.102457818337284,11,0.0,0.0,2
TMUS,197.00999450683594,198.62490692138672,,0.0,,1,0.0,0.0,0
TTWO,219.58999633789062,245.81020080566407,,0.0,,1,0.0,0.0,0
TSLA,431.1000061035156,443.591201171875,-0.045575526241977304,-0.4363593051317676,-4.874946396550381,22,0.0,0.0,0
MSFT,429.510009765625,476.0651513671875,-0.11823074930352266,-0.4936568523926867,-4.687197666542427,13,0.0,0.0,0
ABT,109.13500213623047,122.431298828125,-0.6632759695111501,-1.4231539805682398,-6.6865918532077275,6,0.0,0.0,0
