,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,27.43000030517578,20.190800037384033,3.2331887528089296,17.01118201049548,102.89912264834693,25.0,308.0,0.8481221906772355,6
SNDK,413.6199951171875,258.74580017089846,1.72456108485786,13.071148587892079,55.68172170555847,20.0,265.0,0.8213028739681366,6
RKLB,96.30000305175781,60.93650032043457,1.900512767752869,11.71863641346173,56.57914701053548,26.0,358.0,0.7591661549484358,6
BE,149.5,108.3306005859375,1.774587377533355,9.76552238185636,-5.384183914510725,20.0,258.0,0.791222636502177,6
ASTS,115.7699966430664,73.21359954833984,2.198708202769904,8.711435770070594,26.52266615211937,26.0,365.0,0.769052193570457,6
MU,362.75,266.00767517089844,1.820570117431372,7.778958618783349,34.8948210995361,23.0,284.0,0.797153543138077,6
VERA,46.5099983215332,41.13279968261719,0.44676304603347494,7.578142674295977,24.33195531371517,16.0,248.0,0.8238586891884206,6
LITE,324.25,320.93679901123045,0.11853268702293705,3.427615710570122,9.815268433245105,19.0,270.0,0.7964567493951196,6
KTOS,130.72000122070312,82.18799987792968,2.0465800149828923,13.567972242265602,,10.0,0.0,0.0,4
ENTG,117.3499984741211,87.48859954833985,2.8643215867998175,10.445567121488397,5.06507612228837,9.0,0.0,0.0,4
PFSI,159.4600067138672,132.91603317260743,0.11628576927718015,9.07723103553517,,4.0,0.0,0.0,4
IREN,57.81999969482422,46.829900131225585,2.3495471128289367,7.870747866911324,15.4733564763164,22.0,0.0,0.0,4
AVAV,392.8599853515625,289.42740020751955,3.622423747838502,7.505824096859269,8.672374888437183,15.0,0.0,0.0,4
RIOT,19.239999771118164,14.960999946594239,4.059819534430212,6.743492544744545,-18.10290932762114,6.0,0.0,0.0,4
LUNR,21.579999923706055,12.97069995880127,0.04854119348720385,6.132276954722951,,8.0,0.0,0.0,4
POWL,419.9800109863281,343.5354333496094,1.4936183937344838,6.099602464647121,7.259674859576393,8.0,0.0,0.0,4
AMAT,327.010009765625,260.0497283935547,2.0308395998820483,4.936727948623543,-1.5269578832241226,7.0,0.0,0.0,4
GKOS,120.23999786376953,105.60100021362305,3.424160213182348,4.797272728824642,-6.533610339594431,5.0,0.0,0.0,4
NVO,62.33000183105469,50.62120002746582,0.5062310032022665,4.4784819340764725,17.367244687983387,13.0,0.0,0.0,4
HCM,16.049999237060547,14.25970001220703,0.7503452353103679,4.365623124039342,,4.0,0.0,0.0,4
FLY,33.40999984741211,22.28279998779297,1.4326823249390324,4.271234581591061,30.556332505313055,19.0,0.0,0.0,4
NVT,112.5,105.67539993286132,2.2740487373401175,3.8485862729500164,,5.0,0.0,0.0,4
BMNR,31.15999984741211,32.6592223739624,0.09542116899781371,2.9025357298179584,-10.847301127420891,22.0,246.0,0.7226015312342212,4
AAON,94.08000183105469,86.36715087890624,1.2443392411367011,2.866495842250586,,6.0,0.0,0.0,4
AG,21.5,15.38479995727539,-0.1120817813718872,2.6360095942680744,17.197929022626525,19.0,0.0,0.0,4
NN,15.699999809265137,14.754500064849854,0.15896474774664826,2.2416198115179142,-8.493479198959474,5.0,0.0,0.0,4
GILD,124.91000366210938,122.69489974975586,0.7692028810577326,2.2364466857193768,2.9251837787606316,6.0,0.0,0.0,4
GEV,681.5499877929688,624.7051428222657,0.046384678789844584,2.20131745577693,1.4748305137146305,12.0,0.0,0.0,4
IESC,460.0899963378906,409.10339904785155,3.2716010962524744,1.946238786106211,-11.838298786522396,9.0,0.0,0.0,4
PPL,36.83000183105469,35.17456718444824,-0.06489794926436976,1.3921219417397768,7.251024075138646,5.0,0.0,0.0,4
TIGO,58.709999084472656,51.95848724365234,1.3829582908113647,0.4964461898349093,3.062724768715852,6.0,0.0,0.0,4
FIGR,73.91000366210938,42.85390022277832,3.880982090383182,0.3325383879380845,36.39159558265492,13.0,0.0,0.0,4
