,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
FUTU,157.47500610351562,148.2056997680664,0.9434948979591836,0.9434948979591836,0.9434948979591836,0.8061224489795918,0.9770408163265306,0.979591836734694,0.8903061224489796,1.473243938495204,12.51685,158.615,1,0.9434948979591836,4
HUT,62.88999938964844,52.62379997253418,0.9036989795918366,0.9036989795918366,0.9036989795918366,0.5612244897959183,0.9974489795918368,0.9693877551020408,0.7959183673469388,1.329445001520414,17.878847,62.075,1,0.9036989795918366,4
AXTI,54.47999954223633,38.59160011291504,0.8956632653061224,0.8956632653061224,0.8956632653061224,0.4336734693877551,1.0,0.9846938775510204,0.7882653061224489,1.4923117694863708,20.248575,54.665,1,0.8956632653061224,4
AAOI,132.9499969482422,77.19220001220702,0.8955357142857143,0.8955357142857143,0.8955357142857143,0.5892857142857143,0.9693877551020408,0.9311224489795918,0.8571428571428571,1.0293923355450938,12.091981,131.865,1,0.8955357142857143,4
BELFA,213.10499572753906,197.9254995727539,0.889923469387755,0.889923469387755,0.889923469387755,0.9923469387755102,0.7704081632653061,0.9872448979591836,0.8775510204081632,1.531030718852331,8.16865,212.93,1,0.889923469387755,4
RPM,109.0,106.94820053100585,0.8894132653061224,0.8894132653061224,0.8894132653061224,0.8214285714285714,0.9897959183673468,0.8341836734693877,0.8443877551020408,0.7763614724594896,13.059661,109.34,1,0.8894132653061224,3
MT,60.01499938964844,57.3561279296875,0.8790816326530612,0.8790816326530612,0.8790816326530612,0.673469387755102,0.9668367346938777,0.951530612244898,0.701530612244898,1.1518521974815898,11.993307,60.25,1,0.8790816326530612,3
ASML,1419.219970703125,1391.2040795898438,0.8700255102040817,0.8700255102040817,0.8700255102040817,0.951530612244898,0.7602040816326531,0.8852040816326531,0.9948979591836736,0.888313909857414,8.149956,1412.925,1,0.8700255102040817,3
UAL,97.83999633789062,100.93780014038086,0.8779336734693878,0.8779336734693878,0.8779336734693878,0.5790816326530612,0.9183673469387756,0.9770408163265306,0.7831632653061225,1.472302211693671,10.113214,98.33,1,0.8779336734693878,1
META,621.7849731445312,635.0911535644532,0.8758928571428571,0.8758928571428571,0.8758928571428571,0.7066326530612245,0.8239795918367347,0.9183673469387756,0.9770408163265306,0.9904101506242776,8.660984,624.855,1,0.8758928571428571,1
