,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
CAR,342.9200134277344,132.56000061035155,0.9849854227405248,0.9849854227405248,0.9849854227405248,0.9650145772594751,0.9912536443148688,0.9825072886297376,0.9883381924198252,1.7264419835825038,12.285792,336.79,1,0.9849854227405248,4
RVMD,134.80999755859375,98.84080001831055,0.9756559766763848,0.9756559766763848,0.9756559766763848,0.8046647230320699,1.0,0.9912536443148688,0.9912536443148688,3.899465053933087,38.686092,133.735,1,0.9756559766763848,4
SYRE,65.80500030517578,42.09070014953613,0.9667638483965014,0.9667638483965014,0.9667638483965014,0.8425655976676385,0.9941690962099126,0.9941690962099126,0.932944606413994,5.13621983598484,25.073112,64.15,1,0.9667638483965014,4
FORM,131.5749969482422,95.87630004882813,0.9431486880466472,0.9431486880466472,0.9431486880466472,0.8571428571428571,0.9533527696793004,0.97667638483965,0.9096209912536444,1.5192970231355234,8.764128,134.65,1,0.9431486880466472,4
ALAB,163.48500061035156,129.46700057983398,0.921865889212828,0.921865889212828,0.921865889212828,0.717201166180758,0.9358600583090378,0.9650145772594751,0.924198250728863,1.1948604206649824,8.181813,161.245,1,0.921865889212828,3
CRDO,133.8300018310547,112.02680023193359,0.9192419825072888,0.9192419825072888,0.9192419825072888,0.6268221574344023,0.9883381924198252,0.924198250728863,0.9358600583090378,0.8498610340104004,10.983368,132.725,1,0.9192419825072888,3
NBIS,157.5,104.34370071411132,0.9090379008746357,0.9090379008746357,0.9090379008746357,0.5160349854227405,0.9620991253644317,0.956268221574344,0.9300291545189504,1.0472029940160317,8.843204,157.79,1,0.9090379008746357,3
FICO,1009.7650146484375,1241.8344958496093,0.9425655976676384,0.9425655976676384,0.9425655976676384,0.9970845481049564,0.9446064139941692,0.892128279883382,1.0,0.720866696740724,8.539959,1001.14,1,0.9425655976676384,2
SNOW,132.07009887695312,167.00160217285156,0.920262390670554,0.920262390670554,0.920262390670554,0.6443148688046647,0.9591836734693876,0.967930029154519,0.9067055393586004,1.1982043820544437,8.841463,131.8201,1,0.920262390670554,1
NET,182.30999755859375,193.6120004272461,0.9161807580174928,0.9161807580174928,0.9161807580174928,0.7346938775510204,0.9504373177842566,0.912536443148688,0.9533527696793004,0.7600891383926186,8.707104,181.53,1,0.9161807580174928,1
