,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,36.475101470947266,19.28310209274292,4.345010493328742,25.20921421777203,109.85035184344406,24,301.0,0.849028845452471,6
SNDK,387.6650085449219,246.50770080566406,1.7231541856616224,13.478089789510108,38.597936653758936,18,253.0,0.8226186724344042,6
RKLB,87.9000015258789,59.0035001373291,2.0383951009748515,11.899018618126892,54.205965975394726,22,340.0,0.7554716468040334,6
MU,338.010009765625,258.8752114868164,1.820570117431372,8.282134641155878,33.77816998837653,20,267.0,0.7914697792456141,6
ASTS,95.44000244140625,71.452099609375,1.6467977835662282,8.20322330336,24.788503838408314,22,345.0,0.7605821181962303,6
VERA,48.56999969482422,39.87319976806641,0.44676304603347494,8.12032841928616,27.097886984447584,16,248.0,0.8238586891884206,6
LITE,358.7900085449219,312.6931997680664,0.9420790862558829,3.3900206053543505,12.097028970724883,18,265.0,0.7975033912553344,6
GPCR,81.30999755859375,50.70790019989013,10.437549895880597,18.551012790634065,42.79622329718251,10,0.0,0.0,4
STNG,59.58000183105469,56.508600006103514,4.295898471099612,15.232942466356292,,3,0.0,0.0,4
FTAI,254.6699981689453,179.7282586669922,2.7313185046743054,14.89171918874835,,8,0.0,0.0,4
HYMC,34.400001525878906,15.527999935150147,0.07479984903771202,10.354761882714195,,11,0.0,0.0,4
MTSI,209.61500549316406,171.97730072021486,5.204846074577385,6.273814984960168,0.21858364296226118,5,0.0,0.0,4
TTMI,94.54000091552734,69.7759994506836,2.9195729521842217,4.4548408014310645,-5.560025479974634,6,0.0,0.0,4
EL,118.08999633789062,99.80323226928711,1.8829694371024608,3.3349963027637823,4.86712534683329,5,0.0,0.0,4
BMNR,31.319400787353516,33.34605304718018,0.360951097895299,2.9025357298179584,-13.40360768800706,21,242.0,0.7218907416258566,4
WRBY,29.31999969482422,22.057999954223632,3.738816709771713,2.463589800987676,8.187721568951908,9,0.0,0.0,4
MRNA,38.65999984741211,28.382199935913086,0.6489028757631492,2.0257596751439655,29.46285585146295,10,0.0,0.0,4
IHS,8.079999923706055,7.071599969863891,1.0280978474784874,1.5950507888421839,-1.2147534162883389,3,0.0,0.0,4
INTC,47.44499969482422,38.494900131225585,-0.2698568805495226,1.3573708614996534,-0.9846562638691425,20,0.0,0.0,4
OPCH,35.005001068115234,30.67250026702881,1.0629976782582762,0.9204766137122011,-2.3527101504173475,3,0.0,0.0,4
HII,412.18499755859375,329.40434814453124,1.6861032777343576,0.6653197522181367,16.505881698655777,7,0.0,0.0,4
TSLA,447.8599853515625,444.16040100097655,-0.045575526241977304,-0.4363593051317676,-0.10661167600297272,21,241.0,0.6740004836701032,4
BNTX,107.54000091552734,98.8343994140625,,0.0,,1,0.0,0.0,2
KMT,33.52000045776367,27.810491371154786,,0.0,,1,0.0,0.0,2
THH,42.96989822387695,14.689617958068848,,0.0,,1,0.0,0.0,2
TNK,61.45500183105469,57.38710014343262,0.13554391009311662,0.0,,2,0.0,0.0,2
TRMD,23.399999618530273,21.166274337768556,0.9355940768340398,0.0,,3,0.0,0.0,2
MSTR,168.22999572753906,185.88340118408203,0.12605781019623888,-0.9537094253184483,-13.234834484814082,24,259.0,0.7273024167531008,2
PKX,60.4900016784668,53.51480003356934,-0.19570642949690814,-1.4160112254084454,1.1879349726528128,8,0.0,0.0,2
FIGR,55.73500061035156,41.343400192260745,1.3536265833314847,-1.6656993131405209,36.39159558265492,8,0.0,0.0,2
THO,114.61000061035156,103.48172897338867,1.816531355898621,-2.276437267156032,1.4926700079515722,4,0.0,0.0,2
IBRX,2.8399999141693115,2.178599991798401,-4.2362160843420025,-3.647479896970168,-2.2365491602398166,8,0.0,0.0,2
KEP,19.25,16.906599979400635,-1.598177393433975,-4.794521293609099,2.1689449248742054,2,0.0,0.0,2
LASR,43.95399856567383,35.36677978515625,-0.17725541244967835,-4.917623330513976,,3,0.0,0.0,2
PLXS,170.11000061035156,148.9981997680664,-1.1666271438384612,-9.143296524118487,-3.8269341534088506,3,0.0,0.0,2
TMDX,144.63510131835938,129.39670288085938,-5.750561096782536,-9.187602867743461,-18.946948774716788,2,0.0,0.0,2
RBLX,83.7699966430664,91.37879959106445,9.189253532572694,0.0,,2,0.0,0.0,0
AMD,220.510498046875,222.15760955810546,0.505262346736522,-1.8464556343921539,-1.8360305060726445,8,0.0,0.0,0
VIA,26.5,35.7501997756958,1.4782539848601894,-4.634666497189223,-20.823829286962294,7,0.0,0.0,0
RCUS,22.270000457763672,22.410200004577636,-0.23539806450540768,-5.769010894280527,-12.04326338816033,6,0.0,0.0,0
