,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
SNDK,597.030029296875,304.7049996948242,2.8733540947963268,13.295900289379418,73.37841341461132,28,301.0,0.824239992853518,6
RGC,24.489999771118164,22.878300018310547,2.736518824704865,11.252296948713715,72.93082450021792,28,329.0,0.8513266637518407,6
MU,432.4750061035156,295.53377136230466,2.1315216165661997,8.464295221036254,41.465765586699405,30,321.0,0.7971844078572257,6
RKLB,80.77249908447266,67.56615043640137,0.8822336836378952,8.271133377260206,37.99081418140821,28,366.0,0.7579930954118539,6
BE,151.39999389648438,112.91080001831055,1.5146931552828924,7.904876618747124,10.022235457381464,22,270.0,0.7894029375555324,6
ASTS,111.98999786376953,81.85239967346192,1.0748339648660201,7.306861849786442,40.635899562925836,29,386.0,0.7700172400142291,6
LITE,396.9100036621094,342.9291989135742,0.30765462220857404,3.063195256460986,7.47527537018066,23,291.0,0.7973559449632514,6
CRWV,94.85359954833984,82.63987243652343,0.5169912032214422,1.2411963479705712,15.38638627389005,30,254.0,0.7320179661148405,6
DECK,114.95999908447266,98.94960006713868,1.6076516758041726,9.918838736480307,13.552718201961023,3,0.0,0.0,4
VERA,43.84000015258789,44.462699813842775,0.44676304603347494,7.578142674295977,12.17252398700518,16,248.0,0.8238586891884206,4
TTMI,100.7750015258789,76.97449951171875,2.845326412842911,7.108828786308525,19.150031619259632,9,0.0,0.0,4
USAR,22.709999084472656,16.501300086975096,3.8496051583331714,6.297831547914695,37.89395933443233,11,0.0,0.0,4
CL,88.24749755859375,80.1752944946289,1.0132508166214915,2.559093002213486,5.053261131210474,2,0.0,0.0,4
CACC,483.75,456.14159912109375,4.685477322314313,1.5593473026976223,,3,0.0,0.0,4
APD,268.6300048828125,253.23939300537108,,0.0,,1,0.0,0.0,2
AX,97.7249984741211,87.68290008544922,,0.0,,1,0.0,0.0,2
LBRDK,47.95000076293945,46.89279998779297,,0.0,,1,0.0,0.0,2
RHI,33.9546012878418,27.652427864074706,,0.0,,1,0.0,0.0,2
TCGL,327.75,14.241000003814698,279.51597693795543,0.0,,2,0.0,0.0,2
GME,23.624900817871094,21.82189807891846,0.8947861880419817,-0.6291529962456615,-6.974601598139209,8,0.0,0.0,2
CHD,95.17500305175781,86.23169998168946,-1.6759096214763791,-1.225147480029054,4.727235466915514,2,0.0,0.0,2
MSTR,143.59500122070312,168.49110107421876,0.012227919720058015,-1.3221649706330123,-4.212088142587135,26,274.0,0.7324699569735276,2
VZ,43.814998626708984,39.87351760864258,-0.36784647429062844,-1.504797588483625,3.2428426245163506,3,0.0,0.0,2
CHTR,206.22000122070312,201.82399993896485,3.4893347579164513,-1.7019033889479007,-1.265880741352965,3,0.0,0.0,2
T,25.840200424194336,24.3609899520874,2.2826509015557384,-1.7359680956625323,-1.6867320451821821,3,0.0,0.0,2
LBRDA,47.9900016784668,46.73540008544922,-0.6892360429102018,-1.8041823866007278,-0.851412868543977,2,0.0,0.0,2
MOD,185.9600067138672,143.8665998840332,-0.9403189531619713,-3.287242370174766,-10.160995070358352,9,0.0,0.0,2
AAOI,44.231300354003906,32.63262603759765,-1.5314100276923603,-10.595524706341353,-5.102457818337284,11,0.0,0.0,2
TMUS,195.50999450683594,198.59490692138672,,0.0,,1,0.0,0.0,0
TSLA,435.48748779296875,443.67895080566404,-0.045575526241977304,-0.4363593051317676,-4.81836158071229,22,0.0,0.0,0
MSFT,429.8299865722656,476.0715509033203,-0.1127520168523614,-0.48809629371700375,-4.679831251149482,13,0.0,0.0,0
AAPL,254.41000366210938,268.19379821777346,0.031011744981285654,-2.4159022289675427,-5.85948838711231,14,0.0,0.0,0
CPNG,20.469999313354492,23.84679992675781,-1.0301093393438783,-3.1017353489271984,-13.725768002317011,8,0.0,0.0,0
