,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,30.510000228881836,20.938000011444093,3.2331887528089296,13.325686043392514,86.36779122523352,26,315.0,0.850664480054986,6
SNDK,504.9599914550781,274.6598001098633,2.4329888467716354,13.256223611475546,67.46824825692336,22,280.0,0.8247658133410574,6
RKLB,88.06999969482422,63.08410041809082,1.2804470508256869,11.034833837326323,49.05394773699522,26,361.0,0.7596280834623964,6
BE,144.3238983154297,108.99367828369141,1.5052314947399807,9.645186970452999,10.022235457381464,20,261.0,0.7909183711722099,6
ASTS,115.36060333251953,75.74261169433593,1.222772401639814,8.711435770070594,32.60061097502681,27,374.0,0.7707346637599829,6
MU,395.0857849121094,274.72235504150393,2.334986074036626,7.778958618783349,38.394610425206174,25,296.0,0.8001037875595483,6
VERA,48.7400016784668,42.44939975738525,0.44676304603347494,7.578142674295977,18.61826914604928,16,248.0,0.8238586891884206,6
LITE,354.122802734375,328.15385498046874,0.19121513935521123,3.254259438270377,7.467581008089459,20,278.0,0.7969388521222197,6
HYMC,46.68349838256836,19.254669933319093,-0.5939670331578709,12.537404454163722,90.21206573787398,13,0.0,0.0,4
KRMN,111.5,76.9434001159668,4.813081799583563,9.23505701753216,47.90140589750192,10,0.0,0.0,4
AUGO,69.62000274658203,46.7476001739502,0.5011131559032146,6.932904916089385,24.960030543527232,16,0.0,0.0,4
MT,53.34000015258789,44.57696090698242,1.654263614815854,5.791085667689632,9.601798673436068,3,0.0,0.0,4
AD,60.40999984741211,50.93999984741211,0.31467853535977186,5.703449469600974,,5,0.0,0.0,4
ENPH,40.529998779296875,31.92900001525879,-0.25295493892179555,4.1950987320583994,12.340306364140195,5,0.0,0.0,4
BEAM,33.900001525878906,26.77229995727539,1.2982503467205686,2.489263211140456,-0.35000583516536804,6,0.0,0.0,4
CRML,18.400100708007812,10.071602020263672,-3.7656862805604097,2.3157607549461723,,2,0.0,0.0,4
BMNR,28.889999389648438,32.00912128448486,0.09542116899781371,2.245912581577728,-10.505927146897573,22,246.0,0.7226015312342212,4
NN,16.809999465942383,14.968000068664551,-0.87347701993993,2.2416198115179142,-8.493479198959474,6,0.0,0.0,4
CACI,654.3699951171875,586.6881970214844,0.44971071461271106,2.1399143474083395,-6.104684972510999,3,0.0,0.0,4
SA,36.97999954223633,28.906600036621093,1.4579939799645087,2.021862582146172,12.93088174621012,5,0.0,0.0,4
SKE,31.315000534057617,22.888899955749512,-0.5736202954399482,1.9719397846949578,11.427508048050859,13,0.0,0.0,4
PPTA,34.70989990234375,26.504597969055176,-1.1999388997355085,1.9570849898588651,10.62186550599573,5,0.0,0.0,4
BABA,177.7550048828125,157.04149993896485,-0.3076786034114553,1.8175477931973967,-9.659270475350766,12,0.0,0.0,4
