,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
EQIX,957.8699951171875,785.631201171875,0.9693297710549034,0.9736660419929888,0.976470588235294,0.9883313786246054,0.9627873018391677,0.9534094731106731,0.9991388097999929,2.8588677948298793,11.5576575,967.7850000000001,1,0.9693297710549034,4
DIOD,72.08000183105469,55.23800018310547,0.9667865707434052,0.9667865707434052,0.9667865707434052,0.9064748201438848,0.9976019184652278,0.9712230215827338,0.935251798561151,5.2585245864644685,26.41815,78.0,1,0.9667865707434052,4
IPGP,150.25,85.3595997619629,0.9653679383096352,0.9785288644282547,0.9842105263157896,0.9402054900457895,0.9857294205971976,0.953175761782617,0.9636528773606052,3.7719879866481594,30.08860425,144.2766875,1,0.9653679383096352,4
CGNX,58.66999816894531,39.05539970397949,0.9481271160817982,0.9574903309947832,0.960061919504644,0.7287637431315298,0.995599197576585,0.979096992192707,0.9205353767469655,4.879105663349711,36.132687250000004,58.578125,1,0.9481271160817982,4
VRT,236.50999450683594,178.6875991821289,0.94568345323741,0.94568345323741,0.94568345323741,0.7697841726618705,0.9952038369304556,0.920863309352518,0.9904076738609112,3.184867370544899,24.4915,248.51,1,0.94568345323741,4
TDC,33.540000915527344,30.239200019836424,0.9410071942446042,0.9410071942446042,0.9410071942446042,0.7050359712230215,1.0,0.9856115107913668,0.8776978417266187,7.979301109623997,29.5929,37.88,1,0.9410071942446042,3
CROX,98.45999908447266,86.7781999206543,0.9402735443027068,0.9464710379564669,0.9529220779220778,0.8284453507363604,0.984562426548985,0.9346677638408007,0.928492212963229,2.3271012962058784,20.169094,99.41145,1,0.9402735443027068,3
AZN,204.52000427246094,185.16640014648436,0.9369304556354916,0.9369304556354916,0.9369304556354916,0.9448441247002398,0.8968824940047961,0.988009592326139,0.9136690647482014,8.831121098489026,5.87384,204.76,1,0.9369304556354916,3
LSCC,99.79499816894531,81.19870040893555,0.9327338129496404,0.9327338129496404,0.9327338129496404,0.8105515587529976,0.973621103117506,0.9280575539568344,0.9304556354916068,3.28108674058364,16.294666,105.77,1,0.9327338129496404,3
SITE,159.2100067138672,137.79859939575195,0.9281774580335732,0.9281774580335732,0.9281774580335732,0.920863309352518,0.9400479616306956,0.9184652278177458,0.9280575539568344,3.1710532507127085,9.72577,163.25,1,0.9281774580335732,3
