,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,29.672199249267578,22.288843994140624,2.444809249423424,13.355256727773316,75.28197291501922,28,329.0,0.8513266637518407,6
SNDK,509.6000061035156,292.01859954833986,2.4337501788758065,12.551033594353761,73.37841341461132,26,285.0,0.8237553533599055,6
MU,429.79998779296875,287.83052337646484,2.262542297583104,8.416636967661645,40.078479968817476,28,308.0,0.799395049820257,6
BE,160.64500427246094,111.0377003479004,1.6941441058567865,7.904876618747124,10.022235457381464,22,266.0,0.7900353607945774,6
VERA,44.98500061035156,43.839599800109866,0.44676304603347494,7.578142674295977,12.17252398700518,16,248.0,0.8238586891884206,6
LITE,378.8399963378906,336.7233987426758,0.2871988101744339,3.063195256460986,7.47527537018066,22,287.0,0.7962773717396933,6
RKLB,88.16999816894531,66.00610046386718,0.8822336836378952,8.937527791293777,40.517190467312076,27,365.0,0.758954328941358,5
ASTS,114.48999786376953,79.39599967956543,1.0883689430209136,7.3988430529214035,37.587658777962524,28,377.0,0.7710662335643169,5
CRWV,106.64990234375,81.8185986328125,0.5319953519879531,1.2411963479705712,13.405670013292529,30,254.0,0.7320179661148405,5
MKSI,235.3000030517578,172.2353921508789,1.3253880430816527,7.025405634571605,36.25324021307134,8,0.0,0.0,4
SATS,129.66270446777344,100.5950537109375,1.4844933897950798,4.968853620020478,22.511039306714874,16,0.0,0.0,4
STX,434.1400146484375,294.0436236572266,1.7446244028066773,4.863232525234989,15.739191341499044,9,0.0,0.0,4
MSTR,161.3636932373047,170.71707489013673,0.012227919720058015,-0.8957431739998409,-3.7776718996377823,26,274.0,0.7324699569735276,1
