,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
SNDK,588.3400268554688,304.5311996459961,2.811030421362014,13.212628702668303,73.37841341461132,28,303.0,0.8251323338874298,6
RGC,24.600000381469727,22.880500030517577,2.736518824704865,11.226355774704112,72.93082450021792,28,329.0,0.8513266637518407,6
MU,430.4200134277344,295.49267150878904,2.1169511685223505,8.446573944009177,41.42544201440741,30,323.0,0.7964507420541138,6
RKLB,80.58000183105469,67.562300491333,0.8822336836378952,8.25732685288551,37.962869800665366,28,366.0,0.7579930954118539,6
BE,150.52499389648438,112.89330001831054,1.5146931552828924,7.904876618747124,10.022235457381464,22,270.0,0.7894029375555324,6
ASTS,113.27999877929688,81.87819969177247,1.0748339648660201,7.306861849786442,40.73835334291308,29,386.0,0.7700172400142291,6
LITE,404.5799865722656,343.08259857177734,0.30765462220857404,3.063195256460986,7.47527537018066,23,293.0,0.797883681692386,6
CRWV,94.0,82.62280044555663,0.5169912032214422,1.2411963479705712,15.328433879351167,30,254.0,0.7320179661148405,6
DECK,117.11499786376953,98.9927000427246,1.6076516758041726,9.918838736480307,13.552718201961023,3,0.0,0.0,4
VERA,43.81999969482422,44.4622998046875,0.44676304603347494,7.578142674295977,12.17252398700518,16,248.0,0.8238586891884206,4
TTMI,101.33000183105469,76.98559951782227,2.845326412842911,7.108828786308525,19.150031619259632,9,0.0,0.0,4
USAR,23.168500900268555,16.510470123291014,3.8496051583331714,6.5047120925876785,37.89395933443233,11,0.0,0.0,4
CL,89.33000183105469,80.19694458007812,1.0132508166214915,2.559093002213486,5.053261131210474,2,0.0,0.0,4
CVX,174.97999572753906,156.1063998413086,-1.1432824737034366,2.1077023108831043,13.226578304674197,4,0.0,0.0,4
CACC,493.82000732421875,456.34299926757814,5.801292358896992,1.5593473026976223,,3,0.0,0.0,4
APD,271.3500061035156,253.29379302978515,,0.0,,1,0.0,0.0,2
BEN,26.559999465942383,23.88813488006592,,0.0,,1,0.0,0.0,2
BEP,30.040000915527344,27.949200057983397,,0.0,,1,0.0,0.0,2
BEPC,41.7599983215332,39.49111793518066,,0.0,,1,0.0,0.0,2
HTH,38.38999938964844,34.905999908447264,,0.0,,1,0.0,0.0,2
LBRDK,47.9900016784668,46.89360000610352,,0.0,,1,0.0,0.0,2
RHI,35.11000061035156,27.675535850524902,,0.0,,1,0.0,0.0,2
TCGL,203.00999450683594,11.746199893951417,135.07410036134493,0.0,,2,0.0,0.0,2
MOG-A,307.18499755859375,252.87304962158203,-0.4935518910476666,-0.1530647256507367,12.16764963557505,3,0.0,0.0,2
GME,23.91990089416504,21.827798080444335,0.8947861880419817,-0.6291529962456615,-6.974601598139209,8,0.0,0.0,2
MSTR,149.1999969482422,168.60320098876954,0.012227919720058015,-1.190941529619109,-4.008621996809153,27,276.0,0.7319933636839805,2
VZ,44.21500015258789,39.88151763916016,-0.36784647429062844,-1.504797588483625,3.8048415424812077,3,0.0,0.0,2
CHTR,206.2100067138672,201.82380004882813,3.541547828034619,-1.7019033889479007,-1.265880741352965,3,0.0,0.0,2
T,26.094999313354492,24.366085929870607,2.2826509015557384,-1.7359680956625323,-1.6867320451821821,3,0.0,0.0,2
LBRDA,47.869998931884766,46.73300003051758,-0.6892360429102018,-1.8041823866007278,-0.851412868543977,2,0.0,0.0,2
GLW,104.66999816894531,89.24359939575196,0.10151187206486889,-2.7357827986694394,-3.3305928080478724,5,0.0,0.0,2
MOD,189.51499938964844,143.93769973754883,-0.6888623656771828,-3.287242370174766,-10.160995070358352,9,0.0,0.0,2
IP,40.0099983215332,39.91199996948242,1.2484001789154653,-7.039968702465849,,3,0.0,0.0,2
AAOI,45.599998474121094,32.66,-1.5314100276923603,-10.595524706341353,-5.102457818337284,11,0.0,0.0,2
TAL,12.925000190734863,11.213700027465821,-0.4192314298509414,-12.561174005732312,,3,0.0,0.0,2
TMUS,196.66000366210938,198.6179071044922,,0.0,,1,0.0,0.0,0
TTWO,217.30999755859375,245.76460083007814,,0.0,,1,0.0,0.0,0
TSLA,434.0950012207031,443.65110107421873,-0.045575526241977304,-0.4363593051317676,-4.835740644030421,22,0.0,0.0,0
MSFT,431.0450134277344,476.09585144042967,-0.09074146295632395,-0.46575700675341397,-4.650237018455629,13,0.0,0.0,0
ABT,109.2300033569336,122.43319885253906,-0.6632759695111501,-1.4231539805682398,-6.6865918532077275,6,0.0,0.0,0
CPNG,20.360000610351562,23.844599952697752,-1.0301093393438783,-3.1017353489271984,-13.792886352422991,8,0.0,0.0,0
UNH,287.3450012207031,328.8832501220703,-0.3919030603729741,-3.859899755066428,-1.4741927152494894,7,0.0,0.0,0
NOW,118.45500183105469,151.00557922363282,-0.2746085710787414,-4.269959841743951,-14.800818956132945,8,0.0,0.0,0
