,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,47.519901275634766,18.948798084259032,5.61025421410586,26.650770516906817,111.14505543116704,24,301.0,0.849028845452471,6
SNDK,389.28448486328125,242.67109069824218,1.8675549217145253,13.692754071237815,26.302457253867967,18,253.0,0.8226186724344042,6
MU,345.8590087890625,256.5931823730469,1.820570117431372,8.82752791684976,32.16905757230346,20,267.0,0.7914697792456141,6
ASTS,99.160400390625,71.09230758666992,1.6659158307400128,8.771583926353737,24.96700568303909,22,345.0,0.7605821181962303,6
VERA,47.54499816894531,39.516899757385254,0.44676304603347494,8.12032841928616,30.793857687091887,16,248.0,0.8238586891884206,6
LITE,333.0,309.38259979248045,0.9420790862558829,4.209409153166011,12.097028970724883,17,261.0,0.7989208033257775,6
RKLB,86.9000015258789,58.44390007019043,2.0383951009748515,12.321463662676937,56.1506149233903,22,340.0,0.7554716468040334,5
KTOS,117.9749984741211,79.46469985961915,2.1173229960033937,5.476768838098093,,7,0.0,0.0,4
BMNR,29.98819923400879,33.58756740570068,0.360951097895299,2.7369042740478218,-13.40360768800706,21,242.0,0.7218907416258566,3
TSLA,449.0199890136719,444.0064013671875,-0.045575526241977304,-0.4363593051317676,0.2217914616717369,21,241.0,0.6740004836701032,3
VST,172.14999389648438,171.68723022460938,-2.77373000357062,-3.762023883103349,-1.2657423599244377,8,0.0,0.0,2
MSTR,156.5800018310547,187.49720153808593,0.12605781019623888,-1.118780062149858,-13.234834484814082,23,258.0,0.7274398459141523,1
