,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
LLY,1206.510009765625,1030.590810546875,0.94109673874302,0.94109673874302,0.9423250564334086,0.9685962932161103,0.9159528335511464,0.92816324105976,0.9939824165379589,1.1930366382160948,6.8697988,1205.1599999999999,1,0.94109673874302,4
MRNA,67.2699966430664,51.156499786376955,0.9003835986693596,0.9003835986693596,0.9053947368421053,0.5069561601520731,0.9928537483664015,0.9565611262920279,0.8369638826185102,1.3787586128360605,10.661086000000001,66.12,1,0.9003835986693596,4
NTES,123.70999908447266,118.05229034423829,0.8992757217535938,0.8992757217535938,0.9001315789473684,0.9031573007009623,0.9072977307829393,0.9067304265177616,0.8702506831412617,1.06925181327962,6.66478,122.4725,1,0.8992757217535938,4
FDS,231.74000549316406,230.05541107177734,0.8817923547582274,0.8817923547582274,0.8926636568848758,0.9550582155162173,0.9860876796958538,0.7076066294404182,0.9674676250445526,0.71195850462821,9.9220705,229.56125,1,0.8817923547582274,4
MANE,126.88999938964844,98.08200012207031,0.8752821670428893,0.8752821670428893,0.8752821670428893,0.945823927765237,0.8284424379232506,0.9209932279909706,0.8419864559819413,1.3281502655779889,5.3028345,125.7,1,0.8752821670428893,3
TWST,99.83999633789062,66.37519996643067,0.8730263157894738,0.8730263157894738,0.8730263157894738,0.8184210526315789,0.8657894736842106,0.9210526315789472,0.8289473684210527,0.9604578036038922,6.3476486,102.785,1,0.8730263157894738,3
ACAD,25.31999969482422,21.851000022888183,0.8690167221100155,0.8690167221100155,0.8785526315789474,0.6203427587026256,0.9764910300582156,0.9830759177854342,0.6056700724723774,2.016352111854218,9.021924,25.86,1,0.8690167221100155,3
SII,112.29000091552734,128.66402709960937,0.8835220387311393,0.8835220387311393,0.898421052631579,0.9879648330759179,0.902964239040038,0.8518177497920875,0.8527592966615184,0.8779004803675856,6.5646702,111.9675,1,0.8835220387311393,2
FCN,151.10000610351562,160.77920043945312,0.8646406082927409,0.8646406082927409,0.894018058690745,0.9625787097540691,0.8691457764048949,0.8194903172151597,0.8868005227515742,0.8450466133539654,6.312324500000001,149.2625,1,0.8646406082927409,1
TFPM,29.899999618530273,31.513255882263184,0.8494978911726269,0.8494978911726269,0.8596052631578948,0.7841273612926221,0.9001455387905428,0.9770583343233932,0.570318997267435,1.8118011868037125,6.528044700000001,30.00895,1,0.8494978911726269,1
