,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
MDB,403.8800048828125,275.0916000366211,0.9791764705882352,0.9791764705882352,0.9791764705882352,0.9482352941176472,0.9952941176470588,0.96,1.0,2.8600292443680377,20.515581,404.39,1,0.9791764705882352,4
TWLO,227.5399932861328,158.33919952392577,0.965764705882353,0.965764705882353,0.965764705882353,0.8823529411764706,0.9929411764705882,0.9576470588235294,0.9741176470588236,2.7908421438088395,19.481745,227.78,1,0.965764705882353,4
TMHC,71.55000305175781,59.41660003662109,0.9589411764705884,0.9589411764705884,0.9589411764705884,0.8329411764705882,0.9976470588235294,1.0,0.8823529411764706,16.058463052753517,22.31624,71.555,1,0.9589411764705884,4
ARM,408.8500061035156,204.01770141601563,0.940235294117647,0.940235294117647,0.940235294117647,0.7952941176470588,0.9788235294117648,0.9129411764705884,0.9929411764705882,2.108561507683847,15.700982,408.76,1,0.940235294117647,4
HUBS,262.20001220703125,221.58500061035156,0.9383529411764704,0.9383529411764704,0.9383529411764704,0.9364705882352942,0.9882352941176472,0.8658823529411764,0.9788235294117648,1.821844077943544,18.442642,261.32,1,0.9383529411764704,4
DELL,465.9599914550781,221.8105990600586,0.9218823529411764,0.9218823529411764,0.9218823529411764,0.8235294117647058,0.9152941176470588,0.92,0.9858823529411764,2.2010579628535,10.828916,466.49,1,0.9218823529411764,3
OKTA,139.7899932861328,80.69769973754883,0.9191764705882352,0.9191764705882352,0.9191764705882352,0.7623529411764706,0.9647058823529412,0.9247058823529412,0.908235294117647,2.2767773750173115,13.360922,139.74,1,0.9191764705882352,3
MNDY,95.47000122070312,71.13619987487793,0.9175294117647058,0.9175294117647058,0.9175294117647058,0.8211764705882353,0.971764705882353,0.9176470588235294,0.8705882352941177,2.1454860612814,14.099498,95.41,1,0.9175294117647058,3
ZS,155.7100067138672,143.58699966430663,0.9175294117647058,0.9175294117647058,0.9175294117647058,0.7835294117647059,0.9364705882352942,0.9435294117647058,0.9058823529411764,2.492273336218052,11.404135,155.665,1,0.9175294117647058,3
DDOG,277.489990234375,156.04920028686524,0.9174117647058824,0.9174117647058824,0.9174117647058824,0.8164705882352942,0.9505882352941176,0.8847058823529412,0.9670588235294116,1.9155460266096656,12.258937,277.6725,1,0.9174117647058824,3
