,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
AGX,513.97998046875,421.9506726074219,0.9953947368421052,0.9953947368421052,0.9953947368421052,1.0,1.0,0.986842105263158,1.0,4.554225780546565,37.9141,566.62,1,0.9953947368421052,4
UTHR,588.3599853515625,498.2461981201172,0.9938040269891466,0.9937499999999998,0.9955035971223022,0.9943760087360995,1.0,0.9839040746158194,1.0,2.7226580326719834,12.6253246,588.839,1,0.9938040269891466,4
ETR,111.05999755859375,101.60689025878906,0.9629934210526314,0.9629934210526314,0.9629934210526314,0.9210526315789472,0.9703947368421052,0.9802631578947368,0.9407894736842104,3.5416083300758285,6.82481,109.88,1,0.9629934210526314,4
MEOH,62.470001220703125,51.01070137023926,0.9628289473684212,0.9628289473684212,0.9628289473684212,0.9473684210526316,0.986842105263158,0.9671052631578948,0.9210526315789472,2.948726350581263,9.68719,65.22,1,0.9628289473684212,4
CAR,135.55999755859375,110.76439987182617,0.9618421052631578,0.9618421052631578,0.9618421052631578,0.9802631578947368,0.9638157894736842,0.9572368421052632,0.9572368421052632,2.6754671499718974,6.35478,148.45,1,0.9618421052631578,4
SQM,80.91999816894531,76.08040008544921,0.9504934210526316,0.9504934210526316,0.9504934210526316,0.9375,0.9769736842105264,0.9539473684210528,0.9046052631578948,2.6154750151044044,6.88897,82.7,1,0.9504934210526316,3
INSM,153.32000732421875,150.22020080566406,0.934068171443832,0.9363095238095236,0.9443910256410256,0.8864444332737527,0.9574126886875872,0.9323053850926215,0.9201120114669186,1.2895902370604544,5.70405858,153.58800000000002,1,0.934068171443832,3
GSAT,61.81999969482422,60.48200004577637,0.9324013157894736,0.9324013157894736,0.9324013157894736,0.9572368421052632,0.9671052631578948,0.930921052631579,0.8618421052631579,2.048195831282841,6.44546,64.16,1,0.9324013157894736,3
MRX,43.5,39.38134231567383,0.9292763157894736,0.9292763157894736,0.9292763157894736,0.9407894736842104,0.9539473684210528,0.9736842105263158,0.8026315789473685,3.2254622340870545,5.94328,42.96,1,0.9292763157894736,3
TWO-PB,24.760099411010742,24.3263219833374,0.9144736842105264,0.9144736842105264,0.9144736842105264,0.993421052631579,0.9736842105263158,0.9605263157894736,0.6907894736842105,2.787408280922432,6.82505,24.73,1,0.9144736842105264,3
