,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,32.060001373291016,21.955600051879884,2.8101367364328307,13.355256727773316,78.33883178764826,28,324.0,0.8516489401324767,6
SNDK,480.6499938964844,286.68239959716794,2.2837835213716047,13.06076842942152,73.320765032882,25,283.0,0.8231606160874735,6
RKLB,85.54409790039062,65.11858245849609,0.8822336836378952,8.8075020032199,41.42022019645692,27,365.0,0.758954328941358,6
MU,410.4100036621094,283.9750100708008,2.168559301985632,8.347344039033276,39.649627010078625,27,301.0,0.7990574887544829,6
BE,149.5399932861328,109.8404002380371,1.5052314947399807,7.725964174734562,10.022235457381464,21,262.0,0.7904704083950339,6
VERA,45.93000030517578,43.490899810791014,0.44676304603347494,7.578142674295977,11.97095590299128,16,248.0,0.8238586891884206,6
ASTS,107.81999969482422,78.26459976196288,1.0883689430209136,7.144690666881189,35.22984361655731,27,376.0,0.7710630463369793,6
LITE,367.95001220703125,333.6295989990234,0.19121513935521123,3.021508651978923,7.47527537018066,21,282.0,0.7967279419997869,6
CRWV,109.47000122070312,81.26460052490235,0.6471153377726853,1.288965624021232,11.762963010113753,30,249.0,0.7294915281001743,6
SKM,27.41990089416504,20.775397872924806,5.6691172582519656,18.33477111323003,,3,0.0,0.0,4
APLD,41.459999084472656,29.001300010681152,3.0913245607414344,13.259395685377141,28.43297807622613,24,0.0,0.0,4
UMC,12.46500015258789,8.313900032043456,6.230766041280378,11.963667590843414,,5,0.0,0.0,4
DOCN,60.939998626708984,48.930599975585935,3.132497403425394,11.429857487454974,7.844016324032133,3,0.0,0.0,4
MKSI,229.0749969482422,170.39668853759767,1.132523216586138,7.060476947138227,36.25324021307134,7,0.0,0.0,4
IREN,56.91059875488281,45.7689119720459,1.2168511522928884,6.79598828148281,26.152765248233678,24,0.0,0.0,4
ASML,1468.1099853515625,1143.1143859863282,1.9101907255045414,5.134842766776276,1.3950000553657544,9,0.0,0.0,4
VIST,56.18000030517578,49.05339996337891,-1.9419443561306649,4.964963972685998,,2,0.0,0.0,4
COHR,209.5800018310547,177.65419982910157,0.7968627420975962,4.317451412128903,7.079568369012217,16,0.0,0.0,4
PL,28.479999542236328,18.385199909210204,0.9514419714521806,3.956065475037584,39.0788375119639,16,0.0,0.0,4
GFS,47.150001525878906,37.9607999420166,1.9219601619014852,3.7753579012409446,1.1809989100445506,4,0.0,0.0,4
KLAC,1611.989990234375,1284.7970727539061,1.4731016442555573,3.2120159026411907,20.381859532583,9,0.0,0.0,4
FLY,27.890399932861328,23.36540802001953,0.22324367053278765,1.3884053243983847,24.309107236778814,20,0.0,0.0,4
APH,162.0399932861328,139.71607040405274,1.7062516267137644,1.3570551846930974,14.273053274932845,5,0.0,0.0,4
NET,210.57989501953125,196.08079803466796,4.252405190646898,1.3017133096656974,-8.137764192851348,4,0.0,0.0,4
GM,86.28910064697266,78.35627502441406,-0.268359614167446,1.280794558877596,-0.914857244802203,2,0.0,0.0,4
AKAM,104.67500305175781,88.98769958496094,1.6063536040997863,1.1537807946582046,4.761357684853884,4,0.0,0.0,4
STX,379.989990234375,290.7628820800781,-0.10621625906662555,0.5642498010347972,15.739191341499044,8,0.0,0.0,4
PLBL,10.199899673461914,10.528838062286377,-5.013293841080207,2.968747177678477,-0.5483493673775985,3,0.0,0.0,2
ARGX,866.4400024414062,861.2947973632813,,0.0,,1,0.0,0.0,2
BPOP,128.9199981689453,121.45979339599609,,0.0,,1,0.0,0.0,2
CDLR,24.33799934387207,18.989360027313232,8.554858434662282,0.0,,2,0.0,0.0,2
HCA,509.2749938964844,480.1106317138672,,0.0,,1,0.0,0.0,2
RDW,14.140000343322754,7.984600000381469,-3.976273229263727,0.0,,3,0.0,0.0,2
SYY,82.3499984741211,74.70623184204102,,0.0,,1,0.0,0.0,2
UPS,110.58000183105469,100.54460479736328,,0.0,,1,0.0,0.0,2
MSTR,157.72000122070312,171.58340087890625,0.012227919720058015,-0.8957431739998409,-4.606524206813143,26,274.0,0.7324699569735276,2
LEU,308.5015869140625,270.3178314208984,0.5081628100086201,-1.1308347492919888,7.7783670847357325,14,0.0,0.0,2
OII,30.9950008392334,25.665899963378905,-0.4391940218324064,-1.3997533431525155,9.940213996288735,5,0.0,0.0,2
CLS,330.625,309.31670043945314,1.2596433318311158,-2.0785542552001157,-5.683981252710796,8,0.0,0.0,2
GLW,110.91999816894531,87.93219940185547,3.3044532523421433,-2.7357827986694394,-3.3305928080478724,3,0.0,0.0,2
KB,98.98500061035156,87.20450012207031,-1.8697215807034873,-4.041550736778499,-4.100784193368979,4,0.0,0.0,2
KC,14.520000457763672,11.690799999237061,2.1349902795565145,-7.686565390247102,13.439429245758316,5,0.0,0.0,2
NTSK,16.200000762939453,18.190999908447267,1.3870224652667218,-2.4971173590085054,-20.039843297531398,7,0.0,0.0,0
ZS,222.79800415039062,239.40026153564452,-4.689390969960206,-7.306627064402038,,2,0.0,0.0,0
TLX,8.318900108337402,8.47597801208496,-5.544356718798937,-20.866937053842417,-23.79032374358697,2,0.0,0.0,0
