,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
COIN,185.69000244140625,158.48959899902343,0.9388024499782903,0.9352321380786728,0.951219512195122,0.7083820003976521,0.9478957558914196,0.973468125462387,0.9774344573234638,1.8154981129988184,8.7394785,187.4125,1,0.9388024499782903,4
MRNA,141.52000427246094,67.53130027770996,0.9303434357086974,0.9381547475305022,0.9508445945945946,0.5951860965051177,0.9436903324950371,0.9934733988103612,0.9640876005064812,5.323133193378353,9.33844525,145.770025,1,0.9303434357086974,4
HOOD,107.19000244140625,100.29080032348632,0.907982866203195,0.908527060476318,0.9109756097560976,0.4176685399378896,0.9952916126999783,0.9257062823393559,0.9693337447281948,1.3676332026051867,13.446716625,107.8875,1,0.907982866203195,4
VIRT,68.43499755859375,59.870499725341794,0.9039865414195805,0.9049963746953738,0.9125412541254124,0.805314372405646,0.9659987407515214,0.8809476956757849,0.8851192571472938,1.066460683446218,9.89745625,67.24625,1,0.9039865414195805,4
TGTX,54.33000183105469,52.84629997253418,0.9032032138172225,0.906426444038132,0.916722972972973,0.7141595726899115,0.9697341533638091,0.9204497455233696,0.8511144596885942,1.3497003021072083,10.111744625,55.6725,1,0.9032032138172225,4
MSTR,119.29499816894531,99.78129959106445,0.8770616120242106,0.8743597248238337,0.8914634146341462,0.48169034451049,0.8988214211985853,0.946015602719308,0.9159980960094951,1.5067038765371394,6.854482024999999,120.09375,1,0.8770616120242106,3
ERO,39.143798828125,28.789076080322264,0.8766006548118003,0.8771527406118991,0.8923410404624277,0.7424600930510483,0.9251115066973559,0.9629689987472831,0.7076323430053593,1.6968666394036294,7.624234175,38.76625,1,0.8766006548118003,3
TEM,71.94000244140625,52.64539993286133,0.8765749110033013,0.8842422082487111,0.8935643564356435,0.5747616983416066,0.917537604208712,0.9346943354360111,0.8540878114674376,1.4801287266988346,7.653484349999999,71.75105,1,0.8765749110033013,3
NTES,128.3300018310547,126.84100006103516,0.8708397098759869,0.8682071160756132,0.8858885017421603,0.8996530160818652,0.9161198831657296,0.7824808649297617,0.9318207321718924,0.8201764295633263,7.369206125,128.63875000000002,1,0.8708397098759869,3
AMR,208.9550018310547,160.33669982910158,0.8650762046360377,0.8659943359200785,0.8986994219653179,0.9845280916204976,0.8189163456097945,0.8269361843554012,0.9528750499308472,0.9074610333920132,5.858864375,205.683775,1,0.8650762046360377,3
