,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
SNDK,637.1500244140625,305.507399597168,3.1369234813324858,13.648059265510273,73.37841341461132,28,298.0,0.822895643393775,6
RGC,25.09000015258789,22.89030002593994,2.736518824704865,11.274700822802014,72.93082450021792,28,329.0,0.8513266637518407,6
MU,452.8900146484375,295.94207153320315,2.2912776121387095,8.65859811726545,41.907888740164616,30,318.0,0.7982610455149551,6
BE,160.7550048828125,113.09790023803711,1.5146931552828924,7.904876618747124,10.022235457381464,22,270.0,0.7894029375555324,6
ASTS,128.43499755859375,82.1812996673584,1.0748339648660201,7.306861849786442,41.97831985392887,29,385.0,0.7706129428667569,6
LITE,430.1000061035156,343.59299896240236,0.30765462220857404,3.063195256460986,7.47527537018066,23,288.0,0.7965157665077327,6
RKLB,88.2300033569336,67.71530052185058,0.8822336836378952,8.5840110178605,38.624077968700355,28,366.0,0.7579930954118539,5
CRWV,97.37999725341797,82.690400390625,0.5169912032214422,1.2411963479705712,15.571123415094897,30,254.0,0.7320179661148405,5
VERA,43.70000076293945,44.459899826049806,0.44676304603347494,7.578142674295977,12.17252398700518,16,248.0,0.8238586891884206,4
CACC,477.510009765625,456.01679931640626,3.9940503245504466,1.5593473026976223,,3,0.0,0.0,4
DNTH,56.459999084472656,43.66639991760254,2.4972937650169946,1.1372295449324943,,3,0.0,0.0,4
CHTR,203.7100067138672,201.77380004882812,2.894096994645179,-1.7019033889479007,-1.265880741352965,3,0.0,0.0,2
MOD,187.1374969482422,143.8901496887207,-0.8572081150527836,-3.287242370174766,-10.160995070358352,9,0.0,0.0,2
TAL,13.095000267028809,11.2171000289917,0.2500602191533474,-12.561174005732312,,3,0.0,0.0,2
MSTR,142.69000244140625,168.4730010986328,0.012227919720058015,-1.3427975780929566,-4.24407966090725,26,274.0,0.7324699569735276,1
