,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,44.11000061035156,18.88060007095337,5.286479268265634,25.987055834987263,108.61545558837332,24,301.0,0.849028845452471,6
SNDK,389.2699890136719,242.67080078125,1.8563329051883146,13.673989965450728,26.302457253867967,18,253.0,0.8226186724344042,6
RKLB,87.9000015258789,58.46390007019043,2.0383951009748515,12.396329171896552,56.51894427690087,22,340.0,0.7554716468040334,6
MU,345.8699951171875,256.59340209960936,1.820570117431372,8.830464691337601,32.16905757230346,20,267.0,0.7914697792456141,6
ASTS,98.38999938964844,71.0768995666504,1.6467977835662282,8.747803788383182,24.870062410085552,22,345.0,0.7605821181962303,6
VERA,46.459999084472656,39.4951997756958,0.44676304603347494,8.12032841928616,30.793857687091887,16,248.0,0.8238586891884206,6
LITE,339.8699951171875,309.5199996948242,0.9420790862558829,4.209409153166011,12.097028970724883,17,261.0,0.7989208033257775,6
VNET,11.380000114440918,9.14079999923706,4.235583922611089,14.379807562962132,,4,0.0,0.0,4
BILI,31.780000686645508,26.410600051879882,1.7937620268210515,13.450299868679107,,4,0.0,0.0,4
GDS,44.0,34.676399879455566,1.2507297631894148,12.04961242495154,,5,0.0,0.0,4
HYMC,33.0,14.998599901199341,-0.3748017200427983,9.115855027847694,,10,0.0,0.0,4
CAMT,137.8000030517578,112.14599990844727,3.2902301180326017,7.227066763022323,-0.23540515168802076,7,0.0,0.0,4
IREN,50.33000183105469,47.585300064086915,2.1864598566362625,6.404072495439215,-4.496545801576912,19,0.0,0.0,4
SATS,126.06999969482422,89.0382000732422,2.2337523978408655,6.291164616048206,25.96349370911323,13,0.0,0.0,4
MTSI,197.5500030517578,170.7972006225586,4.891368342057049,6.273814984960168,0.21858364296226118,4,0.0,0.0,4
PL,25.440000534057617,15.548799896240235,1.3858570367140843,6.2678092112908015,45.621073462840165,11,0.0,0.0,4
POWL,386.5400085449219,341.6297082519531,1.2249658399897667,6.099602464647121,7.259674859576393,4,0.0,0.0,4
ESLT,717.0399780273438,523.3650122070312,1.3245226293038603,5.830777586578692,37.37631004689951,10,0.0,0.0,4
COHR,185.17999267578125,167.49719970703126,1.3031320632736636,4.4961857249655175,7.160648910696584,12,0.0,0.0,4
AKAM,91.2699966430664,85.98339950561524,1.3983579123338252,4.137295598704238,,2,0.0,0.0,4
SCCO,176.0,140.65729064941405,2.0975044680157984,3.889169155115124,7.287687690597244,3,0.0,0.0,4
PSLV,28.149999618530273,20.195,1.0055743510952133,3.0619066830342905,30.36997855338438,9,0.0,0.0,4
BMNR,31.1299991607666,33.61040340423584,0.360951097895299,2.9025357298179584,-13.40360768800706,21,242.0,0.7218907416258566,4
AAUC,26.209999084472656,20.458599891662598,0.4360401809968385,2.6639375976650204,12.446040471941046,11,0.0,0.0,4
ADPT,18.260000228881836,16.448399982452393,-2.033034939501055,2.414238079040576,0.12706771317982923,2,0.0,0.0,4
HMY,22.299999237060547,18.98959987640381,0.16884181465476322,1.851637519605287,4.354433470134489,3,0.0,0.0,4
LMND,86.51000213623047,75.03780014038085,-1.0287046488911782,1.7255896195542337,2.2939489337361194,7,0.0,0.0,4
ERO,31.030000686645508,24.830400123596192,0.7537086502766537,1.615204776981067,10.187348196165768,8,0.0,0.0,4
