,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
XENE,60.90999984741211,43.09490005493164,0.9693002257336344,0.9693002257336344,0.9693002257336344,0.8126410835214447,0.9977426636568848,0.9977426636568848,0.948081264108352,12.494304801897854,49.64235,62.76,1,0.9693002257336344,4
VRTX,497.223388671875,468.1664660644531,0.9623287671232876,0.9623287671232876,0.9623287671232876,0.9360730593607306,0.9634703196347032,0.9497716894977168,0.9954337899543378,0.9216171860619676,9.231457,503.415,1,0.9623287671232876,4
DNTH,84.36000061035156,49.872199859619144,0.962076749435666,0.962076749435666,0.962076749435666,0.8442437923250564,0.9932279909706546,0.9932279909706546,0.91196388261851,5.800502486642083,21.518415,79.23,1,0.962076749435666,4
UTHR,540.5599975585938,485.5287976074219,0.9553047404063204,0.9553047404063204,0.9553047404063204,0.9751693002257336,0.9661399548532732,0.9209932279909706,0.9864559819413092,2.426080117965102,10.667973,529.17,1,0.9553047404063204,4
AGX,463.5950012207031,380.1972375488281,0.9476297968397293,0.9476297968397293,0.9476297968397293,0.9729119638826184,0.979683972911964,0.8848758465011287,0.9887133182844244,2.145984575693611,12.5978,466.38,1,0.9476297968397293,3
VRT,271.8999938964844,205.9135986328125,0.9386004514672686,0.9386004514672686,0.9386004514672686,0.7607223476297968,0.9503386004514672,0.9683972911963884,0.9548532731376976,3.1462053819074685,9.33494,264.35,1,0.9386004514672686,3
LNTH,82.16000366210938,69.68209976196289,0.921218961625282,0.921218961625282,0.921218961625282,0.8239277652370203,0.9616252821670428,0.9435665914221218,0.8600451467268623,2.605204394868818,10.267372,80.01,1,0.921218961625282,3
LITE,689.9000244140625,492.2150006103516,0.9211983466815095,0.9211983466815095,0.9463470319634704,0.8786398260098746,0.9612902893307358,0.8495263716668213,0.9977426636568848,1.187827280072109,11.310792249999999,665.975,1,0.9211983466815095,3
GSIW,21.688899993896484,26.596777896881104,0.9923250564334084,0.9923250564334084,0.9923250564334084,1.0,1.0,1.0,0.9616252821670428,591.2780580075662,248.11317,33.21,1,0.9923250564334084,2
SITM,359.6000061035156,376.4943994140625,0.9390519187358916,0.9390519187358916,0.9390519187358916,0.9661399548532732,0.9390519187358916,0.91196388261851,0.9729119638826184,2.3067720063394463,8.855961,356.34,1,0.9390519187358916,1
