,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
SNDK,588.4500122070312,304.53339935302733,2.8120607310052295,13.214005314701366,73.37841341461132,28,302.0,0.8246929766611233,6
RGC,24.600000381469727,22.880500030517577,2.736518824704865,11.216922600072929,72.93082450021792,28,329.0,0.8513266637518407,6
MU,428.0,295.4442712402344,2.099810686528143,8.425726868553237,41.37800589832278,30,322.0,0.7968630081237985,6
RKLB,79.7699966430664,67.54610038757325,0.8822336836378952,8.229263726126256,37.90607008208934,28,366.0,0.7579930954118539,6
BE,148.7050018310547,112.85690017700195,1.5146931552828924,7.904876618747124,10.022235457381464,22,270.0,0.7894029375555324,6
ASTS,109.82009887695312,81.80900169372559,1.0748339648660201,7.306861849786442,40.485662195634106,29,386.0,0.7700172400142291,6
LITE,401.75,343.025998840332,0.30765462220857404,3.063195256460986,7.47527537018066,23,292.0,0.7976357330080829,6
CRWV,93.55000305175781,82.6138005065918,0.5169912032214422,1.2411963479705712,14.491053694658275,30,254.0,0.7320179661148405,6
DECK,115.13999938964844,98.95320007324219,1.6076516758041726,9.918838736480307,13.552718201961023,3,0.0,0.0,4
VERA,43.880001068115234,44.46349983215332,0.44676304603347494,7.578142674295977,12.17252398700518,16,248.0,0.8238586891884206,4
TTMI,100.80500030517578,76.97509948730469,2.845326412842911,7.108828786308525,19.150031619259632,9,0.0,0.0,4
USAR,22.81999969482422,16.50350009918213,3.8496051583331714,6.367718894993773,37.89395933443233,11,0.0,0.0,4
WDC,244.77000427246094,190.55759948730469,0.4217904207959678,5.285475473721421,32.87670650287242,13,0.0,0.0,4
CL,88.2699966430664,80.17574447631836,1.0132508166214915,2.559093002213486,5.053261131210474,2,0.0,0.0,4
CACC,487.0799865722656,456.20819885253906,5.054459088595276,1.5593473026976223,,3,0.0,0.0,4
PHYS,36.58000183105469,34.023999977111814,-1.2185938858465895,1.2887400870146393,17.238139321263255,8,0.0,0.0,4
META,717.0100708007812,647.715419921875,-0.29163666030386315,0.7573439041938541,0.7887018861620941,14,0.0,0.0,4
APD,269.19000244140625,253.25059295654296,,0.0,,1,0.0,0.0,2
BEP,30.200000762939453,27.95240005493164,,0.0,,1,0.0,0.0,2
BEPC,41.90999984741211,39.494117965698244,,0.0,,1,0.0,0.0,2
LBRDK,47.34000015258789,46.88059997558594,,0.0,,1,0.0,0.0,2
RHI,34.130001068115234,27.655935859680177,,0.0,,1,0.0,0.0,2
TCGL,225.0,12.186000003814698,160.53728393909984,0.0,,2,0.0,0.0,2
MOG-A,304.30999755859375,252.81554962158202,-0.4935518910476666,-0.1530647256507367,12.16764963557505,3,0.0,0.0,2
GME,23.543699264526367,21.820274047851562,0.8947861880419817,-0.6291529962456615,-6.974601598139209,8,0.0,0.0,2
MSTR,145.25999450683594,168.52440093994142,0.012227919720058015,-1.2813714589145053,-4.14883649685995,27,275.0,0.7320588250861052,2
VZ,43.59000015258789,39.869017639160155,-0.36784647429062844,-1.504797588483625,2.9805710634224325,3,0.0,0.0,2
CHTR,203.67999267578125,201.7731997680664,2.8784294883680173,-1.7019033889479007,-1.265880741352965,3,0.0,0.0,2
T,25.780000686645508,24.359785957336427,2.2826509015557384,-1.7359680956625323,-1.6867320451821821,3,0.0,0.0,2
LBRDA,47.290000915527344,46.72140007019043,-0.6892360429102018,-1.8041823866007278,-0.851412868543977,2,0.0,0.0,2
GLW,104.73999786376953,89.24499938964844,0.10151187206486889,-2.7357827986694394,-3.3305928080478724,5,0.0,0.0,2
MOD,187.22000122070312,143.89179977416993,-0.8511953043013124,-3.287242370174766,-10.160995070358352,9,0.0,0.0,2
AAOI,44.551998138427734,32.63903999328613,-1.5314100276923603,-10.595524706341353,-5.102457818337284,11,0.0,0.0,2
TMUS,195.25999450683594,198.58990692138673,,0.0,,1,0.0,0.0,0
TSLA,434.9949951171875,443.6691009521484,-0.045575526241977304,-0.4363593051317676,-4.826611099917431,22,0.0,0.0,0
MSFT,431.95001220703125,476.11395141601565,-0.0718061329074852,-0.4465388728659505,-4.6247775699452855,13,0.0,0.0,0
AAPL,254.82000732421875,268.2019982910156,0.031011744981285654,-2.401636331211644,-5.842567665466853,14,0.0,0.0,0
CPNG,20.33139991760254,23.844027938842775,-1.0301093393438783,-3.1017353489271984,-13.817614236544594,8,0.0,0.0,0
NOW,116.97969818115234,150.97607315063476,-0.45389854375807526,-4.490077989317108,-14.800818956132945,8,0.0,0.0,0
