,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
LASR,61.65370178222656,46.93597389221191,0.9609638554216868,0.9609638554216868,0.9609638554216868,0.8096385542168675,0.9903614457831326,0.9855421686746988,0.9421686746987952,4.465850791035242,20.466284,67.69,1,0.9609638554216868,4
AAOI,86.80500030517578,44.00950019836426,0.9571084337349398,0.9571084337349398,0.9571084337349398,0.6843373493975904,0.9927710843373494,0.9927710843373494,0.9686746987951808,4.957738033383186,21.702478,102.51,1,0.9571084337349398,4
CRCL,95.12120056152344,73.34902397155761,0.9167469879518072,0.9167469879518072,0.9167469879518072,0.5253012048192771,0.9759036144578314,0.9493975903614458,0.9518072289156626,2.639958645707709,15.2205,96.14,1,0.9167469879518072,4
COHR,277.0799865722656,212.31919921875,0.9151807228915664,0.9151807228915664,0.9151807228915664,0.8048192771084337,0.9783132530120482,0.8433734939759037,0.9855421686746988,1.8765217995394767,15.4405,298.91,1,0.9151807228915664,3
VIAV,31.969999313354492,22.639200019836426,0.91144578313253,0.91144578313253,0.91144578313253,0.5301204819277109,0.9879518072289156,0.9759036144578314,0.8554216867469879,3.904107035086814,18.983505,35.35,1,0.91144578313253,3
NATL,46.28499984741211,39.752499923706054,0.9097590361445784,0.9097590361445784,0.9097590361445784,0.8409638554216867,0.927710843373494,0.9879518072289156,0.7759036144578313,4.726202867407581,8.69468,48.13,1,0.9097590361445784,3
USLM,123.0,120.47974716186523,0.9080722891566264,0.9080722891566264,0.9080722891566264,0.9855421686746988,0.944578313253012,0.8313253012048193,0.9397590361445785,1.8003970571061545,9.915907,125.48,1,0.9080722891566264,3
EMAT,9.3100004196167,0.0,0.8996385542168676,0.8996385542168676,0.8996385542168676,0.7759036144578313,1.0,0.9686746987951808,0.6650602409638554,3.107921561056091,27.478045,10.16,1,0.8996385542168676,3
BCO,120.80999755859375,124.73491638183594,0.9383132530120482,0.9383132530120482,0.9383132530120482,0.944578313253012,0.9060240963855422,0.983132530120482,0.9132530120481928,4.051076283383976,7.77597,125.85,1,0.9383132530120482,2
KSPI,74.7748031616211,77.01209625244141,0.9309638554216868,0.9309638554216868,0.9309638554216868,0.8963855421686747,0.9493975903614458,0.9518072289156626,0.8795180722891566,2.834245589253942,10.497243,78.0,1,0.9309638554216868,2
