,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
IPGP,153.53500366210938,86.80309982299805,0.984375,0.984375,0.984375,0.971875,0.99375,0.975,0.990625,6.839070108180756,35.482414,150.25,1,0.984375,4
EQIX,962.35498046875,790.3307006835937,0.9753125,0.9753125,0.9753125,0.99375,0.975,0.95625,1.0,4.742605279101197,10.414742,957.87,1,0.9753125,4
TPH,46.345001220703125,33.95910015106201,0.9634352050183599,0.9634352050183599,0.9645348837209302,0.809172276621787,1.0,0.9925413096695227,0.925642594859241,7.623340227423787,26.8886425,46.400000000000006,1,0.9634352050183599,4
CGNX,57.58000183105469,39.44319976806641,0.9606249999999998,0.9606249999999998,0.9606249999999998,0.80625,0.996875,0.978125,0.94375,7.075029283849083,36.346733,58.67,1,0.9606249999999998,4
CROX,93.48999786376953,86.9429998779297,0.95,0.95,0.95,0.890625,0.984375,0.934375,0.946875,3.698684390078066,19.013653,98.46,1,0.95,4
SPHR,112.40499877929688,93.48570022583007,0.9421875,0.9421875,0.9421875,0.928125,0.990625,0.884375,0.965625,3.0258537454184125,22.0675,115.72,1,0.9421875,3
MGA,67.4000015258789,53.92060005187988,0.936436658506732,0.936436658506732,0.9467105263157896,0.768704100367197,0.9792686658506733,0.9519583843329253,0.9181839045287639,1.2117261442502487,16.6998235,67.48750000000001,1,0.936436658506732,3
ZBRA,265.864990234375,252.73850067138673,0.9340625,0.9340625,0.9340625,0.965625,0.95625,0.88125,0.971875,2.964357597620555,8.576407,274.15,1,0.9340625,3
USFD,99.7300033569336,80.9002000427246,0.91890625,0.91890625,0.91890625,0.834375,0.978125,0.8875,0.9125,3.035503068493324,13.3993,101.98,1,0.91890625,3
HUBS,242.0,338.3795989990234,0.9197944078947368,0.9439144736842106,0.96546875,0.9416233170134638,0.9315967972256223,0.8740654324765402,0.9682514789881681,2.4298714507635495,8.818860466666665,241.86833333333334,1,0.9197944078947368,1
