,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,32.04999923706055,21.955400009155273,2.8101367364328307,13.355256727773316,78.33883178764826,28,329.0,0.8513266637518407,6
SNDK,481.42999267578125,286.69799957275393,2.2914380341164535,13.069857777044778,73.37841341461132,25,283.0,0.8231606160874735,6
RKLB,87.0,65.14770050048828,0.8822336836378952,8.937527791293777,41.572591335245576,27,365.0,0.758954328941358,6
MU,410.239990234375,283.9716098022461,2.168559301985632,8.334330173183536,39.629090508488005,27,306.0,0.7988834510400974,6
BE,152.30999755859375,109.89580032348633,1.5052314947399807,7.904876618747124,10.022235457381464,21,264.0,0.7899419957348328,6
VERA,46.75,43.5072998046875,0.44676304603347494,7.578142674295977,12.17252398700518,16,248.0,0.8238586891884206,6
ASTS,111.33999633789062,78.33499969482422,1.0883689430209136,7.3988430529214035,35.967458328254345,27,376.0,0.7710630463369793,6
LITE,370.6600036621094,333.683798828125,0.19121513935521123,3.063195256460986,7.47527537018066,21,285.0,0.7962610602120409,6
CRWV,108.86000061035156,81.25240051269532,0.6247791426561101,1.2411963479705712,11.713945761118424,30,254.0,0.7320179661148405,6
SKM,27.420000076293945,20.775399856567383,5.648955505853815,18.291629487905702,,3,0.0,0.0,4
HYMC,54.849998474121094,21.855599937438964,0.6578702050210522,13.84629503206498,102.86866439519781,16,0.0,0.0,4
APLD,41.349998474121094,28.999099998474122,3.073286645637999,13.259395685377141,28.37623995006115,24,0.0,0.0,4
UMC,12.479999542236328,8.314200019836425,6.263862664734571,12.010047893935507,,5,0.0,0.0,4
IREN,59.9900016784668,45.83050003051758,1.2168511522928884,7.32542566129765,26.865600778853047,24,0.0,0.0,4
MKSI,229.60000610351562,170.40718872070312,1.132523216586138,7.110321164943855,36.25324021307134,7,0.0,0.0,4
RTX,201.27999877929688,182.38121185302734,0.7105849463407088,6.763906494609295,,2,0.0,0.0,4
POWL,442.2799987792969,350.1975830078125,0.8049309717412938,5.268948715860885,7.259674859576393,9,0.0,0.0,4
SATS,125.80999755859375,99.4013996887207,1.3717913646186684,4.968853620020478,22.511039306714874,15,0.0,0.0,4
VIST,57.470001220703125,49.079199981689456,-1.9419443561306649,4.964963972685998,,2,0.0,0.0,4
GFS,47.40999984741211,37.965999908447266,1.9219601619014852,4.061923703764686,1.1809989100445506,4,0.0,0.0,4
PL,28.06999969482422,18.37699991226196,0.9514419714521806,3.956065475037584,38.7879584100526,16,0.0,0.0,4
ENLT,58.52000045776367,44.36139991760254,0.9344671815073472,3.9037398134910863,19.261563355006054,13,0.0,0.0,4
HSBC,88.48999786376953,76.66619979858399,1.216577030204613,3.649856058128431,8.348625018034038,3,0.0,0.0,4
KLAC,1616.3299560546875,1284.8838720703125,1.4731016442555573,3.2120159026411907,20.381859532583,9,0.0,0.0,4
ERO,35.380001068115234,26.83440010070801,0.6271193322853613,2.6421818336837344,16.43062590981025,13,0.0,0.0,4
FLY,29.350000381469727,23.3946000289917,0.22324367053278765,1.8948066154741503,24.309107236778814,20,0.0,0.0,4
APH,166.25,139.80027053833007,2.3828405280927027,1.3570551846930974,14.273053274932845,5,0.0,0.0,4
NET,205.9499969482422,195.98820007324218,3.437354064505057,1.3017133096656974,-8.137764192851348,4,0.0,0.0,4
GM,86.37999725341797,78.35809295654298,-0.268359614167446,1.280794558877596,-0.914857244802203,2,0.0,0.0,4
AKAM,103.26000213623047,88.95939956665039,1.1401068299276933,1.1537807946582046,4.761357684853884,4,0.0,0.0,4
STX,371.760009765625,290.5982824707031,-0.43436146755582794,0.5642498010347972,15.739191341499044,8,0.0,0.0,4
ARGX,864.4199829101562,861.2543969726562,,0.0,,1,0.0,0.0,2
BPOP,130.60000610351562,121.4933935546875,,0.0,,1,0.0,0.0,2
CDLR,24.440000534057617,18.991400051116944,9.009814678366324,0.0,,2,0.0,0.0,2
HCA,505.8399963378906,480.0419317626953,,0.0,,1,0.0,0.0,2
PAM,89.2300033569336,87.03600036621094,,0.0,,1,0.0,0.0,2
RDW,14.199999809265137,7.985799989700317,-3.976273229263727,0.0,,3,0.0,0.0,2
SYY,83.91999816894531,74.7376318359375,,0.0,,1,0.0,0.0,2
WSFS,61.66999816894531,56.443600006103516,,0.0,,1,0.0,0.0,2
MSTR,161.5800018310547,171.6606008911133,0.012227919720058015,-0.8957431739998409,-4.285804908452905,26,274.0,0.7324699569735276,2
LEU,309.3900146484375,270.3355999755859,0.5319203697984786,-1.107885226264366,7.7783670847357325,14,0.0,0.0,2
OII,30.969999313354492,25.665399932861327,-0.4391940218324064,-1.3997533431525155,9.940213996288735,5,0.0,0.0,2
CLS,333.1700134277344,309.3676007080078,1.2596433318311158,-2.0785542552001157,-5.683981252710796,8,0.0,0.0,2
GLW,109.73999786376953,87.90859939575195,3.3044532523421433,-2.7357827986694394,-3.3305928080478724,3,0.0,0.0,2
KB,99.87999725341797,87.22240005493164,-1.8697215807034873,-4.041550736778499,-4.100784193368979,4,0.0,0.0,2
NG,11.739999771118164,9.715199947357178,0.0842806644817582,-4.616898358930777,15.324159323936737,4,0.0,0.0,2
TAC,13.8100004196167,13.329200038909912,-1.0266914582829467,-7.049964114820828,-16.49555033569533,2,0.0,0.0,2
KC,14.510000228881836,11.690599994659424,2.116249221146754,-7.686565390247102,13.439429245758316,5,0.0,0.0,2
TLX,8.359999656677246,8.476800003051757,-5.544356718798937,-20.866937053842417,-23.79032374358697,2,0.0,0.0,0
