,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
DIOD,74.5999984741211,55.288400115966795,0.9667865707434052,0.9667865707434052,0.9667865707434052,0.9064748201438848,0.9976019184652278,0.9712230215827338,0.935251798561151,5.2585245864644685,26.41815,78.0,1,0.9667865707434052,4
THC,233.9199981689453,199.34960052490234,0.957074340527578,0.957074340527578,0.957074340527578,0.9112709832134293,0.9832134292565948,0.9304556354916068,0.9808153477218226,3.4088858233974717,17.2555,226.35,1,0.957074340527578,4
EQIX,958.5999755859375,785.64580078125,0.95,0.95,0.95,0.976,0.928,0.936,1.0,0.9296054117419312,13.608908,985.58,1,0.95,4
VRT,250.3300018310547,178.96399932861328,0.94568345323741,0.94568345323741,0.94568345323741,0.7697841726618705,0.9952038369304556,0.920863309352518,0.9904076738609112,3.184867370544899,24.4915,248.51,1,0.94568345323741,4
TDC,34.380001068115234,30.256000022888184,0.9410071942446042,0.9410071942446042,0.9410071942446042,0.7050359712230215,1.0,0.9856115107913668,0.8776978417266187,7.979301109623997,29.5929,37.88,1,0.9410071942446042,4
AZN,204.72999572753906,185.17059997558593,0.9369304556354916,0.9369304556354916,0.9369304556354916,0.9448441247002398,0.8968824940047961,0.988009592326139,0.9136690647482014,8.831121098489026,5.87384,204.76,1,0.9369304556354916,3
LSCC,103.47000122070312,81.2722004699707,0.9327338129496404,0.9327338129496404,0.9327338129496404,0.8105515587529976,0.973621103117506,0.9280575539568344,0.9304556354916068,3.28108674058364,16.294666,105.77,1,0.9327338129496404,3
SITE,163.11500549316406,137.87669937133788,0.9281774580335732,0.9281774580335732,0.9281774580335732,0.920863309352518,0.9400479616306956,0.9184652278177458,0.9280575539568344,3.1710532507127085,9.72577,163.25,1,0.9281774580335732,3
AEIS,318.8550109863281,238.8699008178711,0.92757793764988,0.92757793764988,0.92757793764988,0.9376498800959232,0.9544364508393284,0.8729016786570744,0.9712230215827338,2.457206095472311,10.65438,308.77,1,0.92757793764988,3
RACE,389.7300109863281,362.29360229492187,0.9209832134292566,0.9209832134292566,0.9209832134292566,0.9424460431654677,0.8585131894484412,0.9568345323741008,0.9568345323741008,4.478940286492315,5.43472,382.96,1,0.9209832134292566,3
