,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
RGC,21.90999984741211,20.58820001602173,3.2331887528089296,14.433003118093723,90.0794063185656,25,308.0,0.8481221906772355,6
SNDK,501.2900085449219,269.3502001953125,2.521296673437859,13.256223611475546,67.46824825692336,22,279.0,0.824575003687645,6
RKLB,87.81999969482422,62.35550041198731,1.2804470508256869,11.71863641346173,52.59636377481502,26,361.0,0.7596280834623964,6
BE,150.55999755859375,108.81140045166016,1.5052314947399807,9.645186970452999,10.022235457381464,20,261.0,0.7909183711722099,6
ASTS,103.5,74.81919967651368,1.222772401639814,8.711435770070594,32.519412051945565,26,368.0,0.7703956615441517,6
MU,389.1099853515625,271.5771176147461,2.3686704397222105,7.778958618783349,37.83313242054828,25,295.0,0.7998628545027966,6
VERA,45.77000045776367,41.95839973449707,0.44676304603347494,7.578142674295977,21.152652458875625,16,248.0,0.8238586891884206,6
LITE,362.44000244140625,325.8735989379883,0.19121513935521123,3.254259438270377,8.657591867170161,20,278.0,0.7969388521222197,6
BNTX,118.0,99.39289932250976,-0.6777121018137933,10.084893471760914,,3,0.0,0.0,4
KEP,23.260000228881836,17.357999992370605,1.3216622581807822,8.397306131288634,2.1689449248742054,4,0.0,0.0,4
ALM,10.140000343322754,7.802800035476684,1.73356566768236,7.197908183755962,14.105491897764756,9,0.0,0.0,4
GNRC,172.05999755859375,151.49419952392577,2.5746690318824004,5.411637555016124,-11.773801823835512,4,0.0,0.0,4
MRNA,49.810001373291016,30.21840003967285,0.6754585900051847,4.656205919938413,35.81254818419898,13,0.0,0.0,4
TECK,53.0,45.37000038146973,1.0876910463840899,3.832666418407421,14.214691334525064,5,0.0,0.0,4
MEOH,48.349998474121094,39.689535522460936,1.0314808121083208,3.3761858116932135,11.55493646092336,5,0.0,0.0,4
BMNR,29.350000381469727,32.23568508148193,0.09542116899781371,2.9025357298179584,-10.505927146897573,22,246.0,0.7226015312342212,4
INTC,54.25,39.58520011901855,0.45781308307827817,2.7587107590239848,2.0224434860653604,22,0.0,0.0,4
AUB,39.9900016784668,35.225020484924315,1.8055597941080803,2.4722205268012054,3.9999961853027344,2,0.0,0.0,4
PI,167.8699951171875,166.9705990600586,-0.5281260141958382,2.139733434709452,2.864265420639512,18,0.0,0.0,4
BKU,50.349998474121094,43.75927474975586,-0.855855859752408,1.6216184420376756,0.49549140022253635,2,0.0,0.0,4
BIDU,162.27999877929688,129.15159957885743,2.0248286446951997,0.8023114081505246,14.699718551959172,9,0.0,0.0,4
AMD,249.8000030517578,220.27120025634767,0.7158401424167928,0.015228909160458493,4.456220119922938,10,0.0,0.0,4
AEIS,269.0,217.80202301025392,-1.33312908416785,0.0,,2,0.0,0.0,2
BOKF,136.0800018310547,117.20314895629883,,0.0,,1,0.0,0.0,2
CFG,64.05999755859375,56.875599746704104,,0.0,,1,0.0,0.0,2
DAN,30.209999084472656,23.431199798583986,,0.0,,1,0.0,0.0,2
IBKR,75.80000305175781,66.82831214904785,-0.4343101160407259,0.0,,2,0.0,0.0,2
LCII,151.19000244140625,119.98126647949219,,0.0,,1,0.0,0.0,2
NIC,144.9600067138672,126.56956680297851,,0.0,,1,0.0,0.0,2
Q,102.69999694824219,84.66010543823242,4.542561595359491,0.0,,5,0.0,0.0,2
SFNC,21.0,18.729805908203126,,0.0,,1,0.0,0.0,2
TCBI,102.27999877929688,92.31940017700195,,0.0,,1,0.0,0.0,2
TDY,621.7899780273438,520.4981970214844,,0.0,,1,0.0,0.0,2
UCTT,47.20000076293945,28.36319980621338,3.7710087468660003,0.0,,3,0.0,0.0,2
WTFC,151.5399932861328,138.6381997680664,,0.0,,1,0.0,0.0,2
MSTR,163.80999755859375,177.4710009765625,0.07476102571442009,-0.5067101603235088,-6.569673689911657,25,273.0,0.7327365648791836,2
RMBS,125.93000030517578,97.4183999633789,2.855655514199524,-1.1903957000289092,13.071300435045357,8,0.0,0.0,2
SFBS,87.45999908447266,72.96000091552735,-0.39578377055833336,-2.084436906669651,0.45254981220155255,2,0.0,0.0,2
SDRL,38.15999984741211,32.356399879455566,0.03631362997444376,-2.6129219258648027,6.4113157127453135,5,0.0,0.0,2
KB,95.08000183105469,86.62700012207031,-1.589813153816011,-4.041550736778499,-4.100784193368979,3,0.0,0.0,2
LCID,11.470000267028809,12.45230001449585,1.0905041784807075,-1.7975892081863343,-15.021836643499464,4,0.0,0.0,0
ARM,113.91999816894531,125.77020004272461,0.07556388744671876,-3.858496193177005,-17.610209457744674,7,0.0,0.0,0
EQT,54.83000183105469,55.955599822998046,-2.242240316757005,-5.054342418564366,-11.980884016481408,3,0.0,0.0,0
AAP,45.529998779296875,45.782650756835935,-2.380037002048765,-8.972946016124675,-10.269263731992957,6,0.0,0.0,0
DDOG,123.45999908447266,149.81040008544923,-7.610742048860053,-13.457529553148195,,2,0.0,0.0,0
