,price,ma50,avg_HotScore,median_HotScore,max_HotScore,avg_TrendScore,avg_MomentumScore,avg_VolumeScore,avg_VolatilityScore,avg_VolumeSpike,avg_regularMarketChangePercent,avg_regularMarketPrice,appearances,avg_HotScore_persistent,rule_score
SNOW,356.4700012207031,295.1191983032227,0.9782607046892606,0.9782607046892606,0.9784638554216868,0.8277967987056138,0.9952038369304557,0.9918848054086852,1.0,3.544516771876667,18.01027,360.9226,1,0.9782607046892606,4
HCM,14.109999656677246,11.661300029754639,0.9231738103493109,0.9231738103493109,0.9266187050359712,0.9395965155586374,0.9960958943688422,1.0,0.652902978821762,8.469149314824701,17.151163,14.105,1,0.9231738103493109,4
PFG,118.51000213623047,111.99859985351563,0.91776024963162,0.91776024963162,0.9294964028776976,0.8695718124295744,0.9050157464389934,0.9615151252491982,0.8875863164889775,2.2119208894035154,6.9837966,118.185,1,0.91776024963162,4
HOOD,124.72000122070312,101.88060012817382,0.9146533977637168,0.9146533977637168,0.9167168674698796,0.45701149923434736,0.9918848054086852,0.9369203432434774,0.9693522290601254,1.8916731108009417,16.1089865,124.225,1,0.9146533977637168,4
MSTR,144.82000732421875,102.35239990234375,0.9082580321285141,0.9082580321285141,0.9166666666666666,0.4924554332437664,0.9924698795180723,0.9014186241368352,0.980757562624599,1.577976231878063,16.0646165,142.98,1,0.9082580321285141,3
CRCL,103.2300033569336,71.81560020446777,0.9057194605761173,0.9057194605761173,0.9076738609112708,0.5149880095923262,0.9879806997775273,0.9071646297419895,0.9545989714252694,1.597017647875175,15.876017999999998,102.7125,1,0.9057194605761173,3
COIN,192.6999969482422,162.30499969482423,0.9017817673571986,0.9017817673571986,0.90431654676259,0.6883613591054867,0.9489107509173385,0.8789149403368871,0.9660331975383549,1.3959769413970722,9.800806000000001,192.1075,1,0.9017817673571986,3
DELL,516.3900146484375,436.9247412109375,0.8693643278148564,0.8693643278148564,0.9075539568345322,0.8328999451041577,0.7112767617231517,0.9726712605818959,0.9834626274883707,2.41509992687661,4.317350749999999,513.45,1,0.8693643278148564,3
ESTC,96.12999725341797,71.07480041503906,0.866243571407934,0.866243571407934,0.8901678657074341,0.7872208257490394,0.9032027390136084,0.8656099217011932,0.842185287914247,1.3440806991421692,6.88211325,95.745,1,0.866243571407934,3
CLS,309.8399963378906,328.3919970703125,0.9388426006183004,0.9388426006183004,0.9411144578313252,0.9032316315622202,0.9774674236514402,0.8792219236658866,0.9933908295050708,1.3953594187998117,11.99913675,311.1,1,0.9388426006183004,2
